PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|REMARKS|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|LISTING_ALERT|NEIGHBORHOOD|COUNTY|STATE|LD_TYPE|LOT_SIZE|ACRE|ROAD_TYPE|LAND_DESC|ZONE_USAGE|WATERFRONT_FLAG|WATERFRONT|WATERVIEW_FLAG|WATERVIEW_FEATURES|ADULT_COMMUNITY|ELECTRIC_FEATURE|SHORT_SALE_LENDER_APP_REQD
"LD"|73368846|"CN242227"|"BB9983"|"ACT"|1899000|"160-162"|"Charlesbank Road"||39|"23T"|"02458"|"N"|"Attention developers! This massive 18,048 square foot lot with 170 feet of frontage is a prime development opportunity in a coveted Newton Corner location. This ultra convenient location is walking distance to the express bus, Underwood Elementary School, Bigelow Middle School, and all the shops & restaurants that Newton Corner has to offer. This location also benefits from its excellent proximity and access to the Mass Pike and Soldiers Field Road.  Make your vision a reality at 160 Charlesbank Road."|9|5/5/2025 11:57:00 AM|0|"N"||"Middlesex"|"MA"|"A"|18048|0.41||"J"|"D"|"N"|||||"A"|"N"
"LD"|73369026|"K8001053"|"K01527"|"ACT"|580000|"0"|"Brooks Pond Rd (Entire Parcel)"||421||"01562"|"N"|"Beautiful Country Lots that have been in this Family for many years.  The larger parcel contains 39.03 acres and has appx 1065' of Frontage. The Smaller Parcel contains 7.79 acres and has appx 1011' of frontage.  General Characteristics of these Parcels: Open fields, Stone Walls, Lightly and Thickly Tree'd in Various Areas with Brooks. Currently in Chapter 61A & 61B.  Please see MLS attachments for additional information.  Great Location to Develop as Desired.  Near Town Amenities and Major Routes while situated in a Private, Rural part of Town. Two Separate Parcels make up the Combined 46.82 Acres.  Parcel I (Larger Parcel with 39.03 acres) & Parcel II (Smaller Parcel with 7.79 acres) are located across the road (Brooks Pond Road) from each other.  They can be sold separately or together.  Appx. 1 Hour to Major Airports/Cities for Work or Commute: Boston, Springfield, Hartford and Providence."|17|5/2/2025 9:35:00 PM|0|"N"||"Worcester"|"MA"|"F"|2039479|46.82|"A,E"|"D,E,H,I,Q,R,X"|"A,E,D"|"N"||"N"|||"B"|"N"
"LD"|73369027|"K8001053"|"K01527"|"ACT"|450000|"0"|"Brooks Pond Rd (Large Parcel)"||421||"01562"|"N"|"Beautiful Country Lots that have been in this Family for many years.  This Larger Parcel contains 39.03 acres and has appx 1065' of Frontage. General Characteristics of this Parcel: Open fields, Stone Walls, Lightly and Thickly Tree'd with a Brook. Currently in Chapter 61A & 61B.  Please see MLS attachments for additional information.  Great Location to Develop as Desired.  Near Town Amenities and Major Routes while situated in a Private, Rural part of Town.  Appx. 1 Hour to Major Airports/Cities for Work or Commute: Boston, Springfield, Hartford and Providence."|16|5/2/2025 9:36:00 PM|0|"N"||"Worcester"|"MA"|"F"|1700147|39.03|"A,E"|"D,E,H,I,Q,R,X"|"A,E,D"|"N"||"N"|||"B"|"N"
"LD"|73369028|"K8001053"|"K01527"|"ACT"|130000|"0"|"Brooks Pond Rd (Small Parcel)"||421||"01562"|"N"|"Beautiful Country Lots that have been in this Family for many years.  This Smaller Parcel contains 7.79 acres and has appx 1011' of Frontage. General Characteristics of this Parcel: Stone Walls, Lightly and Thickly Tree'd with a Brook. Currently in Chapter 61B.  Please see MLS attachments for additional information.  Great Location to Develop as Desired.  Near Town Amenities and Major Routes while situated in a Private, Rural part of Town.   Appx. 1 Hour to Major Airports/Cities for Work or Commute: Boston, Springfield, Hartford and Providence."|10|5/2/2025 9:36:00 PM|0|"N"||"Worcester"|"MA"|"B"|339332|7.79|"A,C,E"|"D,E,H,I,X"|"A,D"|"N"||"N"|||"B"|"N"
"LD"|73369098|"CN202676"|"AN5847"|"ACT"|99500|"58"|"Stanley Road"||574||"01253"|"N"|"THE PERFECT COMBINATION  OF VIEWS + PRIVACY + DEEDED WATERFRONT ACCESS ON A MOTORBOAT LAKE A SHORT DISTANCE AWAY THE BEST OF ALL WORLDS  The building parcel offers distant Southwestern Views and a large level elevated site to build on. Perc test has been completed and the building site has been partially cleared. Both beautiful distant views and deeded access to Big Pond a relatively short distance away. Big Pond is one of the best kept secrets of the Southern Berkshires. Moor a boat, keep your kayak there or swim and enjoy this beautiful 330 acre lake.  Begin building your Berkshire vacation or full time home. Otis is a wonderful Berkshire town with their own wind turbine, their own fiber broadband network (Gig service at an unbeatably affordable price) and low taxes"|10|5/3/2025 9:37:00 AM|0|"N"||"Berkshire"|"MA"|"A"|53143|1.22|"A"|"X"|"A"|"N"||"N"|||"E"|"N"
"LD"|73369126|"M0000162"|"M95310"|"ACT"|189900|"306"|"Feeding Hills Road"||863||"01077"|"N"|"CONDEX BUILDING LOT.   Country setting for this 2.4 acre lot with 490 ft frontage ready to build a condex or duplex."|1|5/3/2025 11:41:00 AM|0|"N"||"Hampden"|"MA"|"A"|104470|2.4|"A,C,E"|"D"|"B"|"N"||"N"|||"B"|"N"
"LD"|73369132|"TM308926"|"M95413"|"ACT"|254900|"0"|"Sandwich Road"||107||"02536"|"N"|"East Falmouth, one plus acre level lot. Town water. Natural gas is likely available but will need to confirm. Don't wait on this fabulous opportunity."|2|5/3/2025 12:06:00 PM|0|"N"||"Barnstable"|"MA"|"A"|44474|1.02|"A"|"D"|"A"|"N"||"N"||"N"|"B"|"N"
"LD"|73369147|"E0000LMS"|"AN6076"|"ACT"|40000|"0"|"Goss Hill Road"||536||"01050"|"N"|"Listen to the sounds of nature and the babbling brook.   Surveyed wooded, building lot on 2.5 acres.    234.65' of frontage on Goss Hill Road and 272.30' of frontage on Kimball Hill Road.   .Private sewer and water required.   Great for the fishing and hiking enthusiast.   Located on a quiet, unpaved road with easy access to Route 112, Northampton and Westfield.     Knightville Dam, Littleville Lake, Westfield River  and Gardner State Park nearby.    Choice of 2 different lots.    Desire a larger piece of Land?   Lot 2 Goss Hill Road and Lot 4 Kimball  Hill Road can be purchased together.  .Lot 2 does not have a perc.   Subject to 100' River Buffer."|2|5/3/2025 1:04:00 PM|0|"N"||"Hampshire"|"MA"|"A"|108850|2.5|"D,E"|"H,I,Q,X"|"A"|"N"||"N"|||"B"|"N"
"LD"|73369153|"E0000LMS"|"AN6076"|"ACT"|45000|"0"|"Kimball Hill Road"||536||"01050"|"N"|"Listen to the sounds of nature and the babbling brook.    Perced, surveyed, woode lot on 2.46 Acres.     Will need private sewer and water.   Great for the fishing, and hiking enthusiast.   Located on a quiet, unpaved road with easy access to Route 112 and other areas.     Knightville Dam, Littleville Lake, Westfield River  and Gardner State Park located nearby.     Choice of 2 different lots.    Desire a larger piece of Land?    Lot 4 Kimball Road can be purchased separately or with Lot 2 Goss Hill Road.  Lot 4 original perc test attached."|2|5/3/2025 1:29:00 PM|0|"N"||"Hampshire"|"MA"|"A"|107290|2.46|"D,E"|"H,I,M,X"|"A"|"N"||"Y"|"D,O"||"C"|"N"
"LD"|73369169|"NB111651"|"NB2229"|"ACT"|775000|"909"|"High"||161||"02720"|"N"|"THE NEW A2 ZONING REGULATIONS NOW IN EFFECT ELEVATE THE VALUE AND POTENTIAL OF THIS SPECTACULAR DEVELOPMENT OPPORTUNITY!!!! This 1800+ s.f. home sits on a generous 22,0000+ s.f. lot in an A 2 zoning district, allowing for the development of up to 12 total units. With site plan review as the only requirement. NO APPROVAL REQUIRED!! The existing home offers the perfect opportunity to renovate and sell as condo #1 providing capital for the construction of 11 additional units, condominiums or rental units. The entire property is set in a desirable area, within walking distance of the commuter rail and the waterfront district."|9|6/18/2025 9:25:00 PM|0|"N"||"Bristol"|"MA"|"A"|22215|0.5|"A"|"U"|"B"|"N"||"N"||"N"|"A"|"N"
"LD"|73369281|"K0002215"|"K95622"|"ACT"|1900000|"0"|"Freeman Rd"||430||"01507"|"N"|"A  potential 41 lot Single Family subdivision located on Freeman Rd. in an area of homes ranging in price of $500,000 to a million. Property needs  wells and septic systems. Located near Rte. 20, Ma. Pike & I84  Great school opportunities with a regional school system and  regional vocational school (Bay Path)."|4|5/4/2025 2:29:00 AM|0|"N"||"Worcester"|"MA"|"A"|4312440|99|"B,D"|"I"|"A"|"N"||"N"||"N"|"B"|"N"
"LD"|73369308|"A8001846"|"A14004"|"ACT"|450000|"49"|"Almy Avenue"||115||"02563"|"N"|"Location, location, location! Opportunities abound in the coveted Town Neck Neighborhood in Sandwich, Massachusetts. Coastal living at its finest, just steps from Town Neck Beach, and the iconic Sandwich Boardwalk. Bring your builders to explore your possibilities. Moments to Sandwich Marina, waterfront restaurants, Cape Cod Canal and the bike path. Commuter's dream, close to the bridge. Bring your sand chairs and your ideas and start creating your family's beach memories in this most desirable neighborhood of Town Neck Beach."|2|5/4/2025 10:32:00 AM|0|"N"||"Barnstable"|"MA"|"A"|4792|0.11|"A"|"D"|"D"|"N"||"Y"|"J"|"N"|"B"|"N"
"LD"|73369366|"CN226698"|"AN6748"|"ACT"|450000|"615-R"|"High Street"||32||"02090"|"N"|"Rare opportunity to increase your lot size!! Attention abutters of 615 High St residing on *Birchtree Drive, *Hillcrest Place and *Beverly Place and future developers. Do you need more land to expand your home or are you looking for more privacy. Seller is open to offers for purchase of rear portions of the property. Willing to adjust size of lots as needed. Buyer to do own due diligence. Buyer will be responsible for new ANR and survey to reflect new portions. (Price listed will vary depending on acreage amount purchased)."|2|5/4/2025 3:14:00 PM|0|"N"||"Norfolk"|"MA"|"A"|150754|3.46|"P"|"I"|"A"|"N"||"N"|||"F"|"N"
"LD"|73369390|"K0001427"|"K01527"|"PCG"|450000|"368"|"Main Street"||427||"01566"|"N"|"This lot abuts McDonalds, CVS, Burger King and Sturbridge Host Hotel. Flat lot with curb cut and water & sewer at lot line.  This land is suited for Section 8, LIHTC, Section 202, Section 811 and VASH. 40B statute’s flexibility allows for various other types of housing including single-family homes, townhouses, and multi-family complexes, tailored to local demand.< 2 miles to destination retailers such as Stop & Shop, Noble Gas, Verizon, RE/MAX, Dunkin, Marshalls, Applebee's, Staples, Walmart, Uno, Famous Footwear, Shaw's, Planet Fitness and Tractor Supply. 5 miles east to Amazon's new 2.8 million square-foot fulfillment center. This property is ideally situated, half mile to ramp for I84 and 1.5 miles to Mass. Pike. Providing exceptional access to Route 49, Rt. 20, Rt. 148, Rt.131, I84 and I 90, making the property very accessible throughout Central New England. Traffic count - 20,600 VPD."|16|5/4/2025 5:19:00 PM|0|"N"||"Worcester"|"MA"|"C"|95832|2.2|"A,C,E,I,M"|"D"|"G"|"N"||"N"||"N"|"A,B"|"N"
"LD"|73369437|"CN237964"|"AN3962"|"ACT"|129999|"151"|"Tremont"||1|"108"|"02111"|"N"|"Extra-long tandem 2-car parking space available for purchase at 151 Tremont. Enough room for 2 cars for one HOA fee ( $183) , Spot #445. This spot features two concrete walls with separations on the left side, offering added privacy for potential uses like a tool box or storage. Space can fit two small- medium cars, or an extended truck / van. Considered the most sought-after type in the building and rarely available, don't miss this great parking option."|2|5/5/2025 4:22:00 AM|0|"N"||"Suffolk"|"MA"|"E"|100|0|"B"|"O"|"D"|"N"||"N"|||"A"|"N"
"LD"|73369494|"TM305682"|"BB0125"|"ACT"|95000|"394 1/2"|"Greenwood Street"||444||"01527"|"N"|"Build your dream home on this private, wooded lot nestled along one of Millbury’s most scenic country roads! With a successful perc test already in hand, this beautiful parcel offers a rare blend of peace, privacy, and convenience. Just minutes to the Shoppes at Blackstone Valley, Mass Pike, Rt. 146, and schools—this location puts everything within easy reach while still feeling like a retreat. Use GPS 394 Greenwood St—lot is just to the right. A fantastic opportunity awaits!"|3|5/5/2025 9:19:00 AM|0|"N"||"Worcester"|"MA"|"A"|145987|3.35|"A"|"B,H,J"|"A"|"N"|||||"B"|"N"
"LD"|73369542|"CN256156"|"AN8404"|"ACT"|59000|"0"|"Earl Taylor Drive"||552||"01247"|"U"|"Build your dream home in Clarksburg! This beautiful one-acre flat cleared building lot offers a perfect blend of country charm and city convenience. Nestled in a quiet neighborhood with serene orchard views, this property is located just minutes from downtown North Adams yet benefits from the highly regarded Clarksburg school system and town amenities. Public sewer hookup and electric is easily accessible, making your build even simpler. A bonus is the 10x14 shed that is already on the property for storage. Whether your planning your forever home or a weekend retreat, this is a prime location you won't want to miss. All representations are from the seller or a public source; broker has not verified same. It is recommended buyer independently verify all information."|7|5/5/2025 10:33:00 AM|0|"N"||"Berkshire"|"MA"|"A"|52272|1.2||"D,Q"|"A"|"N"|||||"C"|"N"
"LD"|73369553|"CN256156"|"AN8404"|"ACT"|75000|"0"|"Manley Phelps Road"||516||"01350"|"U"|"13+ fairly level to gently sloping acres in the heart of Monroe, MA. Build you dream home or your Berkshires retreat in this bucolic location with your very own babbling brook! Electric available at Main Road. Close proximity to ZOAR outdoor recreation with four-season adventures for the outdoor enthusiast! Easy access to all the arts, nature, and diversity of the Berkshires region and beyond. Situated just 20 minutes to Greenfield/I91 to the East and 20 minutes to downtown North Adams to the West. All representations are from the seller or public source; broker has not verified same. It is recommended buyer independently verify all information."|12|5/5/2025 10:48:00 AM|0|"N"||"Franklin"|"MA"|"A"|604003|13.87||"I,U,X"|"A"|"N"|||||"B,C"|"N"
"LD"|73369661|"CN205344"|"M95310"|"ACT"|219000|"80 R"|"East Street"||860||"01033"|"N"|"Amazing rare opportunity awaits!  17.3 acre residential buildable lot with 50 ft road frontage, access road is cleared for viewing purposes and is not suitable for cars to drive on. (APO).  This was a tree nursery in the past and has many options for the new owner.  Being sold as is.  Buyers must do their own due diligence for inteded use.    This property is zoned for residential as well as grandfathered as agricultural APO.  Seller Requests that you request showing through Showingtime before walking the property."|8|5/5/2025 3:01:00 PM|0|"N"||"Hampshire"|"MA"|"A"|753513|17.3||"D,I"|"A"|"N"|||||"C"|"N"
"LD"|73369769|"K9500593"|"NB2582"|"ACT"|315000|"0"|"Elm St"||454||"01453"|"N"|"29.5 acres in beautiful, desirable, rural residential area. Gorgeous views in this high elevation location, one of the highest in city of Leominster. DEVELOPERS - with 154' frontage, a road can possibly be built to allow subdivision into multiple housing lots. In this zone, lots are required to be 3 acres each, a perfect possibility for a neighborhood of beautiful private high-end homes with spectacular views. Or BUILD YOUR DREAM HOME with plenty of room for HORSES! Ride snowmobiles, ATVs, dirt bikes on your own private acreage! Or just enjoy long quiet walks in nature. OTHER GREAT POSSIBILITIES ~ AGRICULTURAL, FARM, ANIMALS also a possibility with larger lots in Residential Rural (RR) zone. Some zoning restrictions apply in this RR zone with Water Shed Protection overlay. Being sold AS IS. Buyer is responsible for all due diligence determining the use of the land and for obtaining all city permits and required approvals, for all required testing and installing road and utilities."|5|5/5/2025 3:32:00 PM|0|"N"||"Worcester"|"MA"|"A"|1285455|29.51|"A,C,E,L"|"I"|"A,E"|"N"||||"N"|"F"|"N"
"LD"|73369849|"CN245721"|"AC0342"|"ACT"|280000|"121"|"DEPOT ST A"||105|"DPT"|"02639"|"N"|"Discover the perfect canvas for your coastal escape! This prime land parcel, nestled just a stone's throw from the sparkling shoreline, offers endless potential for your dream vacation home or lucrative Airbnb rental.Imagine waking up to the sound of waves lapping at the shore, with golden sands and breathtaking sunsets just minutes away. With ample space to design your ideal retreat, you'll enjoy the freedom to create a sanctuary for relaxation or a thriving rental investment in this sought-after location.Pictures are from building plans, please do your own Pictures are from building plans, own diligence"|5|5/5/2025 5:14:00 PM|0|"N"||"Barnstable"|"MA"|"A"|9583|0.22||"B"|"A"|"N"||"N"||"N"|"A"|"N"
"LD"|73369987|"NB111963"|"AN8029"|"ACT"|250000|"0"|"Lynn Ann St (Es)"||160||"02790"|"N"|"ANOTHER HUGE PRICE REDUCTION!!! Seller would love to see a home built on this lot before winter.  Beautiful buildable lot in a quiet subdivision is ready for your new home! Many long term homeowners in the neighborhood. Great location close to highways (Rt. 177 & Rt. 88). Just over a mile to Westport High School and Westport Elementary School. The lot has been cleared, surveyed and staked along abutting lots. Septic plan and location was approved by the town. Well in place and tested and seller pulled a foundation permit. A good amount of loam was brought in (more may be needed depending on buyer's landscape plan). I repeat! Septic is approved, well is on site and seller had a foundation permit in hand. Seller even planted a row of arborvitae just inside one of the lot lines that will fill in nicely for privacy. A lot of work has been completed in anticipation of construction, so this lot is ready for a buyer to start building their new dream home!  Make an offer today!"|12|5/6/2025 2:45:00 AM|0|"N"||"Bristol"|"MA"|"A"|20000|0.46|"A,C,E"|"B,H,J,Q"|"A"|"N"||"N"||"N"|"B"|"N"
"LD"|73370517|"TM337538"|"AN2383"|"ACT"|40000|"182-196"|"Allston Street"||1|"011"|"02135"|"N"|"Parking space off Kelton Street, steps from Commonwealth Avenue and Allston Street. Spots are in tandem, positioned one behind the other."|1|5/28/2025 2:29:00 PM|0|"N"||"Suffolk"|"MA"|"E"|0|0||"O"|"D"|"N"|||||"E"|"N"
"LD"|73370582|"K0001657"|"AN6245"|"ACT"|130000|"Lot 4"|"Coughlin"||431||"01537"|"N"|"Looking for the perfect spot to build your dream home? You’ve just found it! Choose from 5 beautiful lots ranging from 1.4 to 10 acres on a quiet country road near Clara Barton’s birthplace. This idyllic setting offers peace, privacy, and natural beauty—ideal for a custom home. Lots have been surveyed and perc tested, making the process that much easier. The lots WERE presented at the May 12th Planning Board meeting for approval. ANR APPROVAL AT PLANNING BOARD 5/12/25 MEETING. Don’t miss this rare opportunity to build in a serene yet convenient location!"|1|5/6/2025 8:41:00 PM|0|"N"||"Worcester"|"MA"|"A"|69619|1.6|"A,C,E"|"I"|"A"|"N"||"N"||"N"|"C"|"N"
"LD"|73370585|"K0001657"|"AN6245"|"CTG"|130000|"Lot 5"|"Coughlin"||431||"01537"|"N"|"Looking for the perfect spot to build your dream home? You’ve just found it! Choose from 5 beautiful lots ranging from 1.4 to 10 acres on a quiet country road near Clara Barton’s birthplace. This idyllic setting offers peace, privacy, and natural beauty—ideal for a custom home. Lots have been surveyed and perc tested, making the process that much easier. The lots WERE presented at the May 12th Planning Board meeting for approval. ANR APPROVAL AT PLANNING BOARD 5/12/25 MEETING. Don’t miss this rare opportunity to build in a serene yet convenient location!"|1|5/6/2025 8:43:00 PM|0|"N"||"Worcester"|"MA"|"A"|62935|1.44|"A,E"|"I"|"A"|"N"||"N"||"N"|"C"|"N"
"LD"|73370589|"K0001657"|"AN6245"|"ACT"|120000|"Lot 6"|"Coughlin"||431||"01537"|"N"|"Looking for the perfect spot to build your dream home? You’ve just found it! Choose from 5 beautiful lots ranging from 1.4 to 10 acres on a quiet country road near Clara Barton’s birthplace. This idyllic setting offers peace, privacy, and natural beauty—ideal for a custom home. Lots have been surveyed and perc tested, making the process that much easier. The lots WERE  presented at the May 12th Planning Board meeting for approval. ANR APPROVAL AT PLANNING BOARD 5/12/25 MEETING. Don’t miss this rare opportunity to build in a serene yet convenient location!"|1|5/6/2025 8:47:00 PM|0|"N"||"Worcester"|"MA"|"A"|63000|1.45|"A,C,E"|"I"|"A"|"N"||"N"||"N"|"C"|"N"
"LD"|73370590|"K0001657"|"AN6245"|"ACT"|120000|"Lot 7"|"Coughlin"||431||"01537"|"N"|"Looking for the perfect spot to build your dream home? You’ve just found it! Choose from 5 beautiful lots ranging from 1.4 to 10 acres on a quiet country road near Clara Barton’s birthplace. This idyllic setting offers peace, privacy, and natural beauty—ideal for a custom home. Lots have been surveyed and perc tested, making the process that much easier. The lots WERE presented at the May 12th Planning Board meeting for approval. ANR APPROVAL AT PLANNING BOARD 5/12/25 MEETING. Don’t miss this rare opportunity to build in a serene yet convenient location!"|1|5/6/2025 8:49:00 PM|0|"N"||"Worcester"|"MA"|"A"|63000|1.45|"A,C,E"|"I"|"A"|"N"||"N"||"N"|"C"|"N"
"LD"|73370593|"K0001657"|"AN6245"|"ACT"|250000|"Lot 8"|"Coughlin"||431||"01537"|"N"|"Looking for the perfect spot to build your dream home? You’ve just found it! Choose from 5 beautiful lots ranging from 1.4 to 10 acres on a quiet country road near Clara Barton’s birthplace and over 100 acres of conservation land. This idyllic setting offers peace, privacy, and natural beauty—ideal for a custom home. Lots have been surveyed and perc tested, making the process that much easier. Don’t miss this rare opportunity to build in a serene yet convenient location! ANR APPROVAL AT PLANNING BOARD 5/12/25 MEETING."|1|5/6/2025 8:50:00 PM|0|"N"||"Worcester"|"MA"|"A"|439075|10.08|"A,C,E"|"I"|"A"|"N"||"N"||"N"|"C"|"N"
"LD"|73370826|"CT004394"|"K95593"|"ACT"|225000|"00"|"Pantry Rd"||529|"WHF"|"01038"|"N"|"Gorgeous 29.39-acre wooded lot in peaceful Hatfield, MA! This expansive property offers a rare combination of privacy, beauty, and convenience. Nestled among mature trees, it’s the perfect setting for a private estate, nature retreat, or future dream home. Located just 10 minutes from downtown Northampton and a quick drive to Deerfield, you’ll enjoy easy access to shopping, dining, and local culture while still feeling tucked away in nature."|7|5/12/2025 2:06:00 PM|0|"N"||"Hampshire"|"MA"|"A"|1280363|29.39|"C"|"E,I,U"|"A"|"N"|||||"B"|"N"
"LD"|73370988|"CN209014"|"AN5611"|"ACT"|225000|"Lot 1"|"Edgewater Lane"||859||"01075"|"N"|"New to market.  Build your dream home in this fantastic location in South Hadley.  City water and city sewer.  .72 acres of land."|1|5/7/2025 12:12:00 PM|0|"N"||"Hampshire"|"MA"|"A"|31568|0.72||"D,O"|"A"|"N"|||||"C"|"N"
"LD"|73370989|"CN209014"|"AN5611"|"ACT"|250000|"Lot 2"|"Edgewater Lane"||859||"01075"|"N"|"New to market.  Build your dream home in this fantastic location in South Hadley.  City water and city sewer.  .97 acres."|1|5/7/2025 12:13:00 PM|0|"N"||"Hampshire"|"MA"|"A"|42160|0.97||"O"|"A"|"N"|||||"C"|"N"
"LD"|73370991|"CN209014"|"AN5611"|"ACT"|275000|"Lot 3"|"Edgewater Lane"||859||"01075"|"N"|"New to market.  Build your dream home in this fantastic location in South Hadley.  City water and city sewer.  2.85 acres."|1|5/7/2025 12:13:00 PM|0|"N"||"Hampshire"|"MA"|"A"|123973|2.85||"O"|"A"|"N"|||||"C"|"N"
"LD"|73371034|"C8000073"|"A95340"|"ACT"|3499000|"536-R"|"Highland Rd"||2002||"02878"|"N"|"This property is a gem! Potential for an elegant housing development. The property has the potential for spectacular Western / Southwest /Northwest water view sites overlooking the Sakonnet River and Nanaquaket Pond. There are other potential homesites which have open field overlooks to the pond and barn area (can be a possible horse stable) & natural preserved area. The use of the property could be for an estate lot. The land and area could possibly support a number of very high-end buildouts. Ask for details. The site is near some higher value homes in the area. A typical home built to a reasonable quality for a housing development could easily sell for well over a million in this market. Bring your ideas. The property has a beautiful brook running through it with three waterfalls and a 1-2 Acre pond which is fed by the brook."|18|5/7/2025 12:54:00 PM|0|"N"||"Newport"|"RI"|"A"|3920400|90|"A,B,C,D,J"|"B,D,E,F,G,H,I,K,Q,R,W,O"|"A,B,C,E,F"|"Y"|"E,J,P"|"Y"|"K,N,P"|"N"|"A,B"|"N"
"LD"|73371300|"CN237563"|"K95580"|"ACT"|284000|"Lot 40C"|"Winchendon Road"||463||"01430"|"N"|"Developers take notice: 8.89 Acres with 724' of road frontage. Set in R-B and potentially 3 frontage lots. Located in an area of other fine homes. Zone information is an attached document."|11|5/7/2025 4:26:00 PM|0|"N"||"Worcester"|"MA"|"A"|387136|8.89|"C,E"|"D,E"|"A"|"N"|||||"A"|"N"
"LD"|73371324|"CN203692"|"AN0720"|"ACT"|240000|"0"|"Perry Road"||1150||"03071"|"N"|"Let your dreams become a reality with this beautiful lot set on a dead end paved town maintained road with over 950 ft of road frontage (TBD).  So many possibilities for you to explore! This lot is a rare opportunity in the beautiful quaint town of New Ipswich N.H.. A spectacular location for your grand estate and or family compound, set your home overlooking Mt. Watatic and beyond with views to the South or East. Only 25 minutes to the commuter rail in Fitchburg MA, within 1 hr 30 min to Boston and within 30 min to Manchester NH. Locations like this are hard to find!"|10|5/7/2025 4:46:00 PM|0|"N"||"Hillsborough"|"NH"|"A"|522720|12|"A,C"|"H,I"|"A"|"N"|||||"B"|"N"
"LD"|73371654|"BB802202"|"AN6233"|"ACT"|895000|"130"|"Morse St."||30||"02067"|"N"|"ESTATE LOT–OPPORTUNITY AWAITS TO BUILD YOUR DREAM HOME!!! ! This listing is for Lot 2. PRIVATELY set approx 4+ acre lot is just waiting for a buyer ready to build their dream home!  You will love this scenic country road in one of Sharon’s most sought after locations!  A BEAUTIFUL wooded lot w/plenty of flat & gradual sloping areas to build on…plenty of privacy from the street & surrounded by natural beauty! ABUTTING hundreds of acres at BORDERLAND STATE PARK and close to LAKE MASSAPOAG, you can enjoy fishing, swimming, boating, & so much more!  This lot APPROVED FOR A 4 BEDROOM SEPTIC; WATER, UNDERGROUND ELECTRIC & CABLE HAS BEEN BROUGHT UP TO EACH LOT; NATURAL GAS available! Bring your own builder or work w/one of our many qualified builders. Close to all incl major hwys, restaurants, public transportation & shopping.THE LUXURY IS YOU CAN BRING YOUR OWN BUILDER OR PLANS!"|11|5/8/2025 8:35:00 AM|0|"N"||"Norfolk"|"MA"|"A"|181209|4.16|"A,C,E"|"D,I,X"|"A"|"N"|||||"A"|"N"
"LD"|73371791|"TM331137"|"AN5720"|"ACT"|80000|"48"|"Mill Rd Lot 2E"||423||"01535"|"N"|"Discover this 1.85-acre wooded lot offering privacy, natural beauty, and a peaceful setting. Located on a quiet road in desirable North Brookfield, the land features a gentle slope—ideal for a variety of home designs. The lot has previously perked (records currently unavailable), making it a promising site for residential development. Enjoy the charm of small-town living while staying close to local amenities. A great opportunity for builders or future homeowners!"|4|5/19/2025 9:27:00 AM|0|"N"||"Worcester"|"MA"|"A"|80499|1.85|"A,C"|"I,U"|"A"|"N"|||||"C"|"N"
"LD"|73371853|"BB300052"|"AN4882"|"ACT"|1395000|"65"|"Farm Road Lot 6"||55||"01770"|"N"|"A rare offering! Spectacular country estate  lot set well back from the road on 7.33 acres. Situated in a prestigious location abutting hundreds of acres of conservation. Choose to build one magnificent home with up to an 8 bedroom septic design which will provide plenty of space and capacity for an additional ADU as part of a family compound, or create a beautiful retreat with every amenity imagineable. This is an extremely desirable setting for an EQUESTRIAN facility, with plenty of room for barn and paddocks including direct access to some of the best trails in town. This is a very unique offering as properties like this do not come along very often! Whether you're looking for a serene country escape, a functional multi-use homestead/compound, or an inspiring setting to create a legacy property—this is it! The developer is willing to work together to provide full compliance for your needs or wants!"|14|5/8/2025 12:51:00 PM|0|"N"||"Middlesex"|"MA"|"A"|319452|7.33|"A"|"B,Q,X"|"A"|"N"||"N"||"N"|"B"|"N"
"LD"|73371901|"BB810662"|"AN5784"|"ACT"|135000|"107"|"Jewett Street"||460||"01463"|"N"|"Build your dream home with no builder tie in! Beautiful 2.44-acre lot, in a fantastic rural setting with plenty of space for your dream home or investment.  Nestled around the corner from Heald Pond in a serene wooded area , the lot provides an open canvas to bring your vision to life.  There is already a perc test on file with the town, land is being sold as is, with buyer responsible for conducting all due diligence.  Buyer to verify zoning, land use, utilities, and any other factors that may impact the properties development. Don’t miss this opportunity to create something special in this wonderful country setting.."|1|5/8/2025 1:32:00 PM|0|"N"||"Middlesex"|"MA"|"A"|106286|2.44|"A"|"O"|"A"|"N"||"N"|||"B"|"N"
"LD"|73371928|"E00000DM"|"AN5910"|"ACT"|175000|"139"|"Plumtree Rd"||524||"01375"|"N"|"Large lot available within commuting distance to Umass. Situated amongst higher end homes, checkout this location to build your dream home. Close to shopping, major highways, Airports, restaurants and recreational activities."|17|5/13/2025 1:28:00 AM|0|"N"||"Franklin"|"MA"|"A"|64007|1.47|"A,C,E"|"D,N,Q,U"|"A"|"N"|||||"C"|"N"
