PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|REMARKS|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|LISTING_ALERT|NEIGHBORHOOD|MF_TYPE|NO_UNITS|NO_FLOORS|TOTAL_RMS|GARAGE_SPACES|PARKING_SPACES|LOT_SIZE|ACRE|SQUARE_FEET|COUNTY|STATE|YEAR_BUILT|ASSESSMENTS|TAXES|TAX_YEAR|TOTAL_BRS|TOTAL_FULL_BATHS|TOTAL_HALF_BATHS|BASEMENT_FEATURE|NO_BATHS|WATERFRONT_FLAG|WATERFRONT|WATERVIEW_FLAG|WATERVIEW_FEATURES|BASEMENT|ADULT_COMMUNITY|SQUARE_FEET_INCL_BASE|SQUARE_FEET_DISCLOSURES|ELECTRIC_FEATURE|ROAD_TYPE|SHORT_SALE_LENDER_APP_REQD|AboveGradeFinishedArea|BelowGradeFinishedArea|TITLE5
"MF"|73396227|"CN257280"|"AN8574"|"ACT"|1600000|"44"|"South St"||408||"01581"|"U"|"Whether you want to become a real estate investor or is a seasoned professional, investing in the right location is half the battle for long term profitability and appreciation.   This is one of those opportunities. Gross Revenue of over $200k per year.  Building is all updated inside and out with no repairs/updated necessary.   This can also be self-managed due to its setup.  Buy and hold strategy with this unique property with VERY HIGH demand rental price point.  Targeted tenant is job relocation tenants along with divorcee/separation individuals.  Anchor restaurant tenant has been run by same family for 50 years and a well known Tavern.  Take a peak and be pleasantly surprised with the great condition and business model of this long-term asset acquisition"|35|6/25/2025 10:37:00 AM|0|"N"||"Q"|14|3|0|0|0|5188|0.12|5880|"Worcester"|"MA"|1912|759900|12563|"2024"|0|4|0|"A"|"4f;0h"|"N"||||"Y"||"N"|"Architect Measurements"|||"N"|5880||
"MF"|73398039|"CN257280"|"AN8574"|"ACT"|1800000|"50"|"W Main St"||408||"01581"|"N"|"With over $231k in Gross Revenue currently per year (with availability for add value on at least 4 units), this is a great opportunity to purchase a flexible 15-unit building to add to your portfolio or START your real-estate portfolio on the right foot. This can also be self-managed to save on property management fees. Buy and hold in the Town of Westborough strategy has been a Very Profitable strategy. At least view this opportunity before discarding it via a preliminary desktop underwriting."|30|6/28/2025 10:56:00 AM|0|"N"||"Q"|15|3|21|0|8|6399|0.15|4449|"Worcester"|"MA"|1900|976500|15907|"2025"|15|6|0|"Q"|"6f;0h"|"N"||"N"||"Y"||"N"||||"N"|4449||
"MF"|73361112|"K9500037"|"AN6245"|"ACT"|795000|"160"|"Shrewsbury St"||413||"01520"|"N"|"Investors, business owners or owner occupied buyers, check out this mixed use gem featuring a classic New England cape consisting of a pleasant home as well as a commercial side .  Both sides are currently rented.   Put your cosmetic touches on the home to make it your own and continue to collect rent as you go from the business attached.. This property has plenty of off street parking in front and behind.  The large parcel could allow for future expansion.  3 garages and more unfinished basement space could add to your income. The exposure here is unbeatable! Potential is just waiting for the right buyer.  Priced to reflect some work needed.  Whether you want to start or add to your real estate portfolio, purchasing this is a great way to do it. Please allow 24-48 hours to schedule any appointments.  Also listed as a commercial property. See mls # 73361113"|33|4/17/2025 2:23:00 PM|0|"N"||"F"|2|2|12|3|15|71363|1.64|3670|"Worcester"|"MA"|1935|475700|6593|"2025"|4|2|1|"A,H,Q"|"2f;1h"|"N"||||"Y"||"N"|"includes 1,474 s.f. of commercial space. Dog washing business there now."|"D"|"A"|"N"|3670||
"MF"|73389973|"CT004972"|"K95506"|"ACT"|760000|"217"|"Chamberlain Hill Rd"||415||"01005"|"N"|"TWO HOMES in one...A warm and inviting 3 bed/2.5 bath center hall COLONIAL with lower level game room, 2-car attached garage and walk-up attic. The main house has had many updates in the last 5 years including: roof, furnace, well pump, solar panels, front door & more. The enclosed back porch leads to the attached RANCH home, back deck and pool area. The attached 1200+sf open concept RANCH (built in 2004) with it's own driveway, 1-car attached garage and basement for storage. Property offers a SEPARATE three-bay detached workshop/barn/studio for multiple possibilities...car/toy storage, hobbies, home business. Meticulously maintained grounds with sparkling built-in pool, stone walls, majestic trees. Great spaces for a summer stay-cation!"|6|6/12/2025 10:26:00 AM|0|"N"||"A"|2|2|13|6|6|93955|2.16|3454|"Worcester"|"MA"|1992|702800|9551|"2025"|4|3|1|"A,H,M"|"3f;1h"|"N"||"N"||"Y"|"N"|"N"|"Colonial approx 2158sf above grade/575 below grade; Ranch approx 1296sf above grade"|"I"|"A"|"N"|3454|575|"A"
"MF"|73399325|"CN219846"|"K01527"|"ACT"|490000|"76"|"Union St"||415||"01005"|"N"|"Perfectly located near historic Barre Common, this charming 2-family, side-by-side antique Colonial offers versatility, character, and income potential. With 4 bedrooms in each unit,  this multi-family is perfect for investors or multigenerational living for in-laws or income rental. Gleaming floors, built-ins, bay windows, and a built-in deacon's bench add timeless appeal. Thoughtfully updated, it blends old-world charm with modern convenience. A workshop wired for 220V and a 2-car garage with extra storage is a dream for hobbyists. Enjoy concerts on the Common from the oversized front porch, or entertain with ease thanks to ample parking and a large front yard. Showing starts after the Open Houses."|31|7/2/2025 7:22:00 PM|0|"N"||"F"|2|2|16|2|8|17520|0.4|3930|"Worcester"|"MA"|1820|284400|3865|"2025"|8|2|1|"A,G,J,M,Q"|"2f;1h"|"N"||"N"||"Y"||"N"||"D,J"|"A"|"N"|3930|1500|
"MF"|73396760|"CN219982"|"K01222"|"ACT"|425000|"347-349"|"Main St"||416||"01037"|"N"|"Fantastic investment opportunity in the heart of Gilbertville! This fully occupied duplex features two spacious 4-bedroom, 1-bath units each thoughtfully updated and move-in ready. Enjoy wall-to-wall carpeting throughout, refreshed kitchens with modern appliances, and clean, updated bathrooms. Tenants benefit from private entrances, separate utilities, and in-unit laundry hookups. The property boasts a generous side yard perfect outdoor space. Located on a quiet residential street, close to schools, parks, and major routes. Bonus: an additional 3 plus car garage lot is available for purchase, offering added storage or income potential. With reliable tenants already in place, this is a turn-key opportunity for savvy investors looking for strong rental income from day one. Showings by appointment only group showings. Don’t miss out on this rare, low-maintenance multi-family gem in desirable Gilbertville! Schedule today for your group showing and secure this in income-generating property."|42|6/25/2025 7:51:00 PM|0|"N"||"A"|2|3|14|0|10|10716|0.25|3536|"Worcester"|"MA"|1868|188900|2484|"2025"|8|2|0|"A,G,M"|"2f;0h"|"N"||"N"||"Y"||"N"|"Buyers and buyers agents to their due diligence"|"D,F"|"A,C,E"|"N"|3536||
"MF"|73289500|"K0002958"|"K95622"|"ACT"|1175000|"926"|"Old Turnpike Rd"||418||"01068"|"N"|"This amazing compound consists of 3 buildings on 7 acres of land. The 2368SF Cape style home offers 3 bedrooms, 2 full baths, a heated breezeway into a sun room overlooking the beautifully landscaped yard with private 24x42 updated in ground pool.  The partially finished basement has updated heating and an office. The property also has a heated 2 car garage. The 1638 SF Commercial office building offers 2 floors of rent-able space and has a kitchenette and a half bath on each floor with expansion possibilities.  The 3rd building is a 1440 SF single family home set up.  The home features 4 rooms, 2 bedrooms and 1 bath in an open floor plan with expansion possibilities. Property has been well maintained, one family ownership. Perfect ""Country""  3 family!"|42|3/31/2025 3:44:00 PM|0|"N"||"B"|3|2|16|2|12|304049|6.98|5446|"Worcester"|"MA"|1972|624300|6917|"2024"|5|4|2|"E,M"|"4f;2h"|"N"||"N"||"Y"||"N"|"Main House is 2368 SF, Business Building is 1638 SF and rear single family is 1440SF."|"D"|"A,C,E"|"N"|5446||"D"
"MF"|73320470|"CN207318"|"K95580"|"ACT"|650000|"356"|"Hunt Rd"||418||"01068"|"N"|"Timeless charm meets modern luxury in this quintessential New England farmhouse set on a serene 3.27-acre lot with an attached 3-stall barn. This beautifully remodeled home features 5 spacious bedrooms, including a primary suite with its own private deck, en suite bath and walk-in closet. The main level offers a flowing floor plan anchored by a large living room, dining area with a cozy wood stove and 1.5 bathrooms. The stunning kitchen boasts stainless steel appliances, granite countertops, a walk-in pantry and sliders that open to an expansive back deck with views of the stunning landscape. The full in-law suite provides an opportunity for multi-generational living or rental income. 1st-floor bonus room connects directly to the attached barn making it the perfect space for an equestrian's tack room. The property also offers direct access to miles of scenic trails for horseback riding, hiking and ATVs. This is the perfect home for those looking for a true homestead!"|42|6/17/2025 1:02:00 PM|0|"N"||"A"|2|2|13|1|10|142267|3.27|2814|"Worcester"|"MA"|1767|385800|4275|"2024"|5|3|1|"B,F,M"|"3f;1h"|"N"||"N"||"Y"|"N"|"N"|||"A,C,E"|"N"|2814||"F"
"MF"|73389358|"K0001363"|"K95257"|"ACT"|399000|"500"|"Main Street"||420||"01611"|"N"|"In the family for years! This well maintained three unit building in a business zone could be just right for you! Ideal setup on the first floor for owner occupant or business. Main floor does need some updating but on the second floor you have a one bedroom unit and an ideal studio apartment. fully applianced. Good rents the day you move it!Structural damage found in basement area. Property will only work with contractor or cash buyer."|22|6/11/2025 1:41:00 PM|0|"N"||"B"|3|3|12|0|6|23400|0.54|2938|"Worcester"|"MA"|1836|364600|4291|"2025"|5|3|0|"A,G,L,M,Q,R"|"3f;0h"|"N"||"N"||"Y"||"N"||"D"|"A,C,E,I"|"N"|2938||
"MF"|73366799|"CN239396"|"AN8975"|"ACT"|1300000|"79-83.5"|"Maple Street"||421||"01562"|"N"|"Maple Street Apartments offers investors a rare opportunity to acquire a small, value-add multifamily portfolio in the heart of Spencer, Massachusetts. The property consists of (3) adjacent two-unit buildings, totaling 6 residences with direct-entry layouts that resemble single-family homes—ideal for long-term renters or owner-occupied investors seeking privacy and space. Maple Street Apartments has seen recent exterior and landscaping improvements, while interior renovations in select units have proven rent growth potential, all completed in 2025. Located just a half mile from Route 9, the property provides excellent connectivity to Route 90 (Mass Pike), Downtown Worcester, and Worcester Regional Airport—all within 30 minutes. With under-market rents, full utility separation other than water and sewer, and a desirable residential feel, Maple Street Apartments stands out as a compelling investment in a supply-constrained Central Massachusetts market."|15|4/30/2025 9:53:00 AM|0|"N"||"E"|6|1|18|0|12|28749|0.66|3624|"Worcester"|"MA"|1978|99|8222|"2024"|6|6|0||"6f;0h"|"N"||||"N"||"N"|||"A"|"N"|3624||
"MF"|73368911|"CN239396"|"AN8975"|"ACT"|4100000|"0"|"Townhouse Court"||421||"01562"|"N"|"Townhouse Court Apartments presents investors with a compelling opportunity to acquire a well-located, value-add multifamily asset in Spencer, Massachusetts. Comprising (2) adjacent 9-unit buildings totaling 18 townhouse-style residences, the property offers immediate upside through interior upgrades and rent repositioning. All units feature desirable two-bedroom layouts with direct access, individual utility metering, and a surface parking lot. Townhouse Court has benefitted from recent exterior and landscaping upgrades, while select unit renovations have demonstrated strong rental premiums. Located just off Route 9 and less than 30 minutes to Downtown Worcester and the Mass Pike (Route 90), the property is ideally situated for commuter access, regional employment, and long-term tenant retention. With strong fundamentals, below-market rents, and clear value enhancement potential, Townhouse Court Apartments is positioned to deliver outsized returns in a tight Central MA market."|8|5/2/2025 3:53:00 PM|0|"N"||"O"|18|2|72|0|30|1.08|0|14760|"Worcester"|"MA"|1970|1252400|14327|"2024"|36|18|0||"18f;0h"|"N"||||"N"||"N"||||"N"|14760||
"MF"|73381749|"TM335066"|"AN6227"|"ACT"|449000|"33"|"church"||421||"01562"|"N"|"Fantastic opportunity to own a well-maintained 2-family home in the heart of Spencer! Perfect for owner-occupants or investors, this property offers two spacious units with separate entrances, updated kitchens, hardwood floors, and large living areas. Each unit has 3 bedrooms and 1 full bath. The second unit is partially finished—bring your vision and add the final touches to make it your own. Unnfinished attic can be used as storage or convert into an additional bedroom. Enjoy a large backyard ideal for entertaining, gardening, or pets. Newer roof, updated electrical, and off-street parking add to the appeal. Conveniently located near local shops, restaurants, and schools, with easy access to major routes. 33 Church Street offers versatility, value, and income potential. Don’t miss out on this turnkey opportunity!"|6|5/29/2025 5:46:00 AM|0|"N"||"G"|2|3|12|0|3|3637|0.08|2015|"Worcester"|"MA"|1935|293600|3352|"2025"|6|2|0|"J,Q"|"2f;0h"|"N"||||"Y"||"N"|||"A"|"N"|2015||
"MF"|73386659|"CN229637"|"AN6259"|"ACT"|559000|"3"|"Main St"||421||"01562"|"N"|"Turnkey investment opportunity or ideal for owner-occupants! This updated two-family home sits on a spacious 1.22-acre lot, offering both privacy and convenience. Move-in ready! First Floor Unit offers 2 bedrooms, 1 bathroom, newly added vinyl flooring & fresh paint, bright and gorgeous updated living room with fireplace. Second floor unit offers 3 bedrooms, formal living room with wood-burning fireplace, plus a second fireplace in the family room, In-unit laundry. Off-street parking. Two car garage and a big shed for extra storage. Apricot tree. Close to amenities, but with the feel of a private, spacious lot. Easy access to the roads. This property has great potential. First floor will be delivered VACANT. Seller's credit available."|42|6/26/2025 1:44:00 PM|0|"N"||"A"|2|2|10|2|6|53276|1.22|2607|"Worcester"|"MA"|1750|430100|5049|"2025"|5|2|0|"A,G,J,Q"|"2f;0h"|"N"||||"Y"||"N"|"Many upgrades in the last 2 years. Garage has potential for an ADU. Big shed for extra storage"||"A,C"|"N"|2607||
"MF"|73391757|"TM360095"|"C95098"|"ACT"|625000|"29"|"Church St"||421||"01562"|"N"|"Fully renovated 2-family home with excellent rental income! Renovated just 3 years ago, this property features two spacious units: Unit 1 offers 3 bedrooms, 1 bath, and an open-concept living room, kitchen, and dining area washer and dryer hook ups in both units.Unit 2 includes 4 bedrooms, 1 bath, and a similar open layout. The third floor offers great potential to add an accessory unit—plumbing and electrical are already in place. Additional highlights include a two-car garage, driveway, and strong rental income of $4,500/month from fully leased units. Open house to be scheduled—don’t miss this opportunity!Open House Sat-Sun from 12:00-2:00 PM.""Pictures were taken before the tenants moved in.'"|37|6/16/2025 8:23:00 PM|0|"N"||"A"|2|2|15|2|3|4026|0.09|2600|"Worcester"|"MA"|1900|463700|5444|"2025"|7|2|0|"Q"|"2f;0h"|"N"||||"Y"||"N"|"Living area square footage is approximate. Seller will not negotiate any discrepancies."|"H"|"A"|"N"|2600||
"MF"|73399673|"TEAM0227"|"K95476"|"ACT"|619000|"294"|"E Main St"||422||"01515"|"N"|"NEW SEPTIC TO BE INSTALLED! Prime income-producing waterfront asset on Lake Lashaway. Features three residential units—two 1-bedrooms and one 2-bedroom—plus a flexible commercial space ideal for retail, office, or café. All units are currently rented below market, offering significant upside for increased cash flow. Lease all for maximum return or occupy one and offset expenses. Located on a full-recreational lake with high year-round demand. Strong rental history, flexible zoning, and attractive waterfront setting make this a strategic opportunity. Septic design on file and approved by the town."|41|7/4/2025 10:02:00 AM|0|"N"||"M"|4|2|14|1|2|4600|0.11|3534|"Worcester"|"MA"|1900|383800|3190|"2025"|4|3|1|"G,M,R"|"3f;1h"|"Y"|"C"|"Y"|"G"|"Y"|"N"|"N"|"All measurements are approximate, buyer agent/buyer to verify to their satisfaction."|"D,F,J"|"A,C,E,I"|"N"|3534||"B"
"MF"|73386572|"CT007853"|"AN6259"|"ACT"|499000|"12"|"Cushing St"||423||"01535"|"N"|"This charming three-family home sits on a nicely landscaped lot with 5 off-street parking spots, & quite neighborhood. Tenants and owners alike will enjoy the spacious yard, ideal for relaxing or entertaining. Recently updated kitchens, Bathrooms, Roof & Windows, enclosed front, and side porches."|13|6/5/2025 4:23:00 PM|0|"N"||"B"|3|3|13|0|5|19166|0.44|2521|"Worcester"|"MA"|1885|326800|4631|"2025"|7|3|0|"A,F,R"|"3f;0h"|"N"||||"Y"||"N"||||"N"|2521||
"MF"|73361765|"CN207711"|"AC1494"|"ACT"|439999|"91"|"W Main St"||424||"01585"|"N"|"Beautiful House - few minutes from Lake Wickaboag and its residents-only beach! This side-by-side duplex offers the perfect blend of opportunity and charm. With 2,020 square feet of living space, this home sits on nearly an acre of land (0.94 acres) and features two spacious apartments: one with 2 bedrooms and 1 full bath, and another with 1 bedroom and 1 full bath. The 2-bedroom unit is likely to be vacant at closing. Making it ideal for owner occupancy or as an investment property with rental potential. Each unit offers sunny living rooms with large windows, in-unit washer/dryer hookups, original kitchens and baths just waiting for your modern touch and hardwood floors. Additional highlights include a partially finished basement, oil heat, and a two-car garage with ample driveway space for six cars. Enjoy a spacious, fenced backyard—perfect for summer barbecues, gardening, or simply relaxing in your own private retreat. Don’t miss your chance to own this classic New England property!"|12|4/20/2025 8:39:00 AM|0|"N"||"A"|2|1|7|2|6|40946|0.94|2020|"Worcester"|"MA"|1955|319600|3589|"2024"|3|2|0|"B"|"2f;0h"|"N"||"N"||"Y"||"N"||"A,B,F"|"A"|"U"|2020||"A"
"MF"|73397632|"M0001554"|"M60900"|"ACT"|304900|"44"|"Mill St"||426||"01083"|"Y"|"This is a perfect place for investors or owner occupant!  This property is being sold as is and its potential is immense.  Each unit offers 3 bedrooms, 1 bathroom, kitchen, living room, and in unit laundry.  Don't hesitate, schedule your showing today."|29|6/27/2025 9:05:00 AM|0|"N"||"A"|2|2|10|0|2|5227|0.12|2796|"Worcester"|"MA"|1892|209300|3154|"2024"|6|2|0|"L,Q"|"2f;0h"|"N"||||"Y"|"N"|"N"||"F"|"A,C,E"|"N"|2796||
"MF"|73337684|"K8000195"|"AN6259"|"ACT"|650000|"318"|"Main St"||428||"01550"|"N"|"Come check out this great investment opportunity to build out a 15 unit building in the heart of downtown Southbridge. Bring this great brick building back to life!! 2 storefront units on first floor with additional 13 residential rental units above and behind. This building is located in an opportunity zone as well as being registered as a historical building! Take advantage of the historical tax credits and bring your vision to this wonderful building and make it shine again! This is a great value to own in the downtown area of Southbridge which is currently undergoing a revitalization. Building is being sold ""AS-IS"". Building department has indicated that this is BP only and no zoning is required."|15|2/24/2025 1:19:00 PM|0|"N"||"P"|15|3|56|0|0|7405|0.17|20000|"Worcester"|"MA"|1867|398200|6077|"2024"|26|3|2||"3f;2h"|"N"||||"Y"||"N"|"Buyer and Buyer agent to verify all measurements and information"|||"N"|20000||
"MF"|73377012|"BB985247"|"AN1861"|"ACT"|630000|"16"|"Wardwell Ct"||428||"01550"|"N"|"Cash Cow!!!  All 4 units in great shape and loads of updates on dead end street.  Great location just behind the town library and steps to Main Street to do your banking, restaurants & so much more.  All units are occupied for instant income!!!  Tenants pay their own heat & electricity.   3rd floor used for storage but check with the town -- loads of potential & plenty of space for an additional unit"|15|5/18/2025 8:40:00 PM|0|"N"||"C"|4|3|16|0|4|4792|0.11|3000|"Worcester"|"MA"|1900|444200|6512|"2025"|8|4|0|"A,F,L"|"4f;0h"|"N"||||"Y"||"N"||"D,J"|"A"|"N"|3000||
"MF"|73396897|"TM305063"|"AN8443"|"ACT"|674900|"128"|"& 128 1/2 Elm St"||428||"01550"|"N"|"Unique Multi-Family Investment Opportunity! This rare offering features two separate buildings on one lot, combining for a total of five units. The front building offers 3 units, while the rear building contains 2 additional units, providing flexible rental configurations with a mix of 1 to 3-bedroom layouts to attract a wide tenant base. Investors, you will appreciate the strong income generation currently & potential to increase cash flow, with one unit currently vacant and ready for new occupancy or owner-use. Vacant townhouse style apartment is ready for update & rent. Recent updates include water submetering, replacement windows and new sewer lines installed in 2021, offering peace of mind and reduced maintenance costs. Whether you're looking to expand your portfolio or enter the rental market with a high-demand property, this is an opportunity you don’t want to miss!"|42|6/26/2025 1:07:00 PM|0|"N"||"E"|5|2|21|2|7|5227|0.12|3848|"Worcester"|"MA"|1900|494300|7246|"2025"|11|5|0|"A,M,Q"|"5f;0h"|"N"||"N"||"Y"||"N"||"D,J"|"A,C"|"N"|3848||
"MF"|73396898|"TM305063"|"AN8443"|"ACT"|399900|"135"|"Elm St"||428||"01550"|"N"|"Attention investors! This multi-unit property offers incredible flexibility and long-term income potential. Currently configured as 4 separate units —perfect for maximizing rental income or multi-generational living for owner-occupants. Three units are vacant & ready for updates, giving you a head start on value-add improvements. Many big-ticket items have already been addressed, including a new roof installed in 2021 w/ a transferable 10-year warranty and newer porches. All utilities are individually metered, including a landlord electric panel. A 3-car garage adds extra income potential or storage space, and the sizable backyard paired w/ generous off-street parking makes it even more attractive to future tenants. Strong bones, flexible use, and upside potential, this property is ideal for the investor ready to unlock its full value. Don’t miss your chance to turn this opportunity into your next success story."|42|6/26/2025 6:44:00 AM|0|"N"||"C"|3|2|13|3|6|9148|0.21|2689|"Worcester"|"MA"|1900|360100|5279|"2025"|5|4|0|"A,F,L,M,Q"|"4f;0h"|"N"||"N"||"Y"||"N"||"D,J"|"A,C"|"N"|2689||
"MF"|73403679|"K0002966"|"K01012"|"ACT"|399900|"236"|"Charlton St"||428||"01550"|"N"|"First showings at Open house Thursday, July 17th from 4:00 p.m. - 6:00 p.m. Great two family for owner occupied or investment. Large units with three bedrooms, open kitchen, pantry and enclosed porch/sunroom.  Interior stair cases.  Full dry basement with storage spaces. Roof still has plenty of life in it and no maintenance vinyl siding and windows.  Tenants pay own utilities and trash removal. All utilities are individually metered, updated electric circuit breakers including a landlord electric panel. Two off street parking spaces for each unit.  Washer and dryer hookups in units. NIce convenient location. Cement sealed fieldstone foundation."|28|7/13/2025 10:59:00 AM|0|"N"||"A"|2|2|10|0|4|5227|0.12|2296|"Worcester"|"MA"|1920|338900|4968|"2025"|6|2|0|"A,G,M"|"2f;0h"|"N"||||"Y"|"N"|"N"||"D"|"A"|"N"|2296||
"MF"|73406319|"CT000302"|"NB3534"|"ACT"|1960000|"338"|"Main St"||428||"01550"|"N"|"Prime downtown mixed-use investment property with an 8% cap rate ideal for investors seeking long term stability. Zoned Center Core in a designated Opportunity Zone offering both capital gain & historic tax credits.  Exceptionally maintained, including a new roof and furnace. The first floor includes two commercial spaces: a new 10-year lease to a convenience store & an available 539 SF vanilla box with half bath. 13 fully occupied market-rate residential units on floors 2 & 3 provide steady income. Adjacent to a free municipal parking lot. Walking distance to CVS, Cumberland Farms, restaurants, Harrington Hospital, churches, parks, city hall, the post office, fire station & library, as well as the WRTA bus stop, with free fare to amenities through the entire greater Worcester region. Southbridge supports a stable tenant base with ~18K residents & a median income of ~$34K. Located minutes from I90 & I84, it offers easy access to Boston & NYC. Don’t miss this exceptional opportunity!"|27|7/17/2025 6:46:00 PM|0|"N"||"P"|15|3|28|0|50|5663|0.13|9216|"Worcester"|"MA"|1907|739700|10844|"2025"|14|13|3|"A"|"13f;3h"|"N"||||"Y"||"N"|"Measurements are approximate and need to be verified by the buyer."|"B"||"N"|9216||
"MF"|73400906|"K9500199"|"AN8507"|"ACT"|599900|"40"|"Carroll Hill Rd"||430||"01507"|"N"|"Rare Multi-Unit Property with Barn, Pool & More! A truly unique opportunity—this rare property features three separate apartments, making it ideal for extended family living, rental income, or a live/work setup. Set on a spacious lot, this versatile property also includes a massive 40x62 barn equipped with its own well and septic system, perfect for a mini farm, homesteading, workshop, studio, storage, or just use your imagination. Enjoy the outdoors with an inground pool, 12x12 screened house, and plenty of open space to relax or entertain. Recent updates include a brand-new 4-bedroom septic system and a new private well, adding peace of mind and long-term value. Whether you're an investor, entrepreneur, or someone looking for multi-generational living in a one-of-a-kind setting, this property offers endless possibilities. A rare find—don’t miss your chance to own it!"|21|7/8/2025 11:20:00 AM|0|"N"||"B"|3|2|9|0|6|76045|1.75|2810|"Worcester"|"MA"|1850|648600|7219|"2025"|4|3|0|"B,I"|"3f;0h"|"N"||"N"||"Y"||"N"|||"A"|"N"|2810||"A"
"MF"|73403862|"TM335434"|"AN5498"|"ACT"|484995|"32"|"Worcester Rd"||430||"01507"|"N"|"Well-Maintained 3-Unit in the Heart of Charlton – Market Rents ~$5,000 Welcome to 32 Worcester Road, a rare opportunity to own a solid 3-unit multifamily in one of Charlton’s most desirable and fast-growing areas. Whether you're a first-time buyer or seasoned investor, this property offers strong rental potential with market rents estimated at $5,000+ per month. Each unit features private entrances, off-street parking, and convenient access to major highways and public transit. The property is in good condition, with recent updates to the roofing, plumbing, and electrical systems, offering peace of mind and minimal maintenance. A smart investment with both immediate cash flow and long-term upside. Unit 3 is a commercial unit."|25|7/14/2025 8:28:00 AM|0|"N"||"B"|3|2|10|0|7|28750|0.66|2394|"Worcester"|"MA"|1880|342000|3806|"2025"|5|3|0|"Q"|"3f;0h"|"N"||||"Y"||"N"||"J"||"N"|2394||
"MF"|73396713|"CN243372"|"AN7224"|"ACT"|664900|"79-81"|"N Main St"||432||"01570"|"N"|"Excellent opportunity to own a versatile, income-producing property in an industrial zone. This 5-unit, 2-building setup features four fully occupied residential units and one vacant storefront, perfect for a wide variety of business uses. The property includes a 1-car garage, dedicated storage space, and off-street parking with a private driveway, offering convenience for tenants and/or customers. With stable rental income from the occupied units and the flexibility to lease or repurpose the vacant storefront, this property is ideal for investors or business owners. Easy access to major routes and local amenities."|33|6/25/2025 6:24:00 PM|0|"N"||"P"|4|3|21|1|5|9540|0.22|6300|"Worcester"|"MA"|1870|391800|4655|"2025"|11|4|0|"B,L,Q,R"|"4f;0h"|"N"||||"Y"||"N"|"Rear building, unit 4R, is approx. 1,100 sq ft : Front building is approx 5,200 sq ft APO"|"D"|"A,C,E,I"|"N"|6300||
"MF"|73397009|"K9503257"|"AN6245"|"ACT"|649000|"13"|"Elm street"||432||"01570"|"N"|"Turn-Key Investment Opportunity - Fully Rented 3- Family Property. Solid cash-flowing asset in a strong rental market. Rents below market value. Each units features 3-bedroom, 1 full bathroom with a tub, updated kitchen, including a pantry and a good size living room with beautiful hardwood floors, and wood finishing. Spacious living area with 1100 sqft + not including a covered extra space for each unit.This property is well equipped with separate electric panels and furnace for each unit . Ensuring easy management. Tenants pay for their own utilities. Adding to the appeal of efficiency of owner ship. Parking, 9 off -street parking spaces. A shed for tools. Located in an area close to transportation, shopping, schools and easy access to high ways."|24|7/3/2025 11:23:00 AM|0|"N"||"J"|3|3|18|0|9|10000|0.23|3750|"Worcester"|"MA"|1910|425300|5063|"2025"|9|3|0|"A,I,Q"|"3f;0h"|"N"||"N"||"Y"||"N"||"B,F"|"A"|"N"|3750||
"MF"|73399620|"BB902582"|"K95533"|"ACT"|529865|"6"|"Wall St"||432||"01570"|"N"|"Three family with one unit currently vacant. Owner in process of renting for 1000/month. Parking in front was added. Hot Water tank replace on 1st & 3rd floor."|2|7/3/2025 7:50:00 PM|0|"N"||"B"|3|3|11|0|2|4549|0.1|2118|"Worcester"|"MA"|1910|214800|2685|"2023"|5|3|0|"A,Q"|"3f;0h"|"N"||"N"||"Y"||"N"|||"A"|"N"|2118||
"MF"|73400719|"TM358725"|"AN8754"|"ACT"|600000|"19"|"Myrtle Ave"||432||"01570"|"N"|"This spacious 6-bedroom, 3-bathroom, 2900 sq ft property offers a fantastic investment opportunity with its three separate units. Recently updated unit with fresh paint, a kitchen featuring new appliances, renovated bathroom, and new flooring throughout is ready to go. Situated on a corner lot, it includes 6 off-street parking spaces for convenience. Ideally located just minutes from Routes I-395, I-84, and I-90, and close to the Connecticut border, this property offers easy access to major highways. Enjoy proximity to Lake Chaubunagungamaug and Memorial Beach Park for outdoor recreation. Property to be delivered vacant giving a great opportunity for owner occupy & allowing buyer to vet their own potential tenants"|41|7/15/2025 9:25:00 PM|0|"N"||"J"|3|3|13|0|6|3827|0.09|2900|"Worcester"|"MA"|1920|295300|3597|"2024"|6|3|0|"A,G,M,Q"|"3f;0h"|"N"||||"Y"|"N"|"N"|"Room Measurements are approximate"|"D"|"A,C,E,I"|"N"|2900||
