PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|REMARKS|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|LISTING_ALERT|SALE_AGENT|SALE_OFFICE|SALE_PRICE|SETTLED_DATE|NEIGHBORHOOD|COUNTY|STATE|LD_TYPE|LOT_SIZE|ACRE|ROAD_TYPE|LAND_DESC|ZONE_USAGE|WATERFRONT_FLAG|WATERFRONT|WATERVIEW_FLAG|WATERVIEW_FEATURES|ADULT_COMMUNITY|ELECTRIC_FEATURE|SHORT_SALE_LENDER_APP_REQD
"LD"|73278037|"CN251494"|"AN8368"|"SLD"|400000|"569"|"Linden St"||403||"01505"|"N"|"Welcome to Lot C, a tranquil 32.01-acre property on Linden Street in Boylston, MA. This lot features approximately 1.58 acres of buildable land nestled within a peaceful woodland setting, offering a perfect canvas to design and build your dream home. The remaining acreage is conservation-restricted, ensuring the preservation of its natural beauty and serene environment. The adjacent Lot B has already been sold, making this a rare opportunity to secure one of the last available buildable parcels in this stunning location. Recent perc test results confirm the lot’s suitability for construction, adding even more value to this exceptional offering. Situated near the Wachusett Reservoir, Lot C provides a unique blend of seclusion and convenience, with easy access to major highways and nearby amenities. Don’t miss this chance to own a significant piece of land in a picturesque setting, ideal for a private retreat surrounded by nature."|15|8/15/2024 6:36:00 AM|0|"N"|"CN251494"|"AN8368"|390000|4/1/2025||"Worcester"|"MA"|"A"|1394355|32.01|"A"|"F,I,Q,X"|"A"|"N"||"Y"|"M"|"N"|"B"|"N"
"LD"|73278328|"A8001651"|"AN6815"|"SLD"|200000|"38"|"Traders Lane"||119|"WYA"|"02673"|"N"|"Almost an acre located in convenient West Yarmouth residential neighborhood. Easy access to beaches, shopping, restaurants, highways and more. Build your dream home here! Buyer responsible for permitting, engineering, buildability, etc...."|1|8/15/2024 2:14:00 PM|0|"N"|"FR800709"|"AN7962"|205000|1/29/2025||"Barnstable"|"MA"|"A"|41817|0.96|"C"|"D"|"A"|"N"||"N"|||"B"|"N"
"LD"|73278544|"CN229265"|"J02000"|"SLD"|124900|"550"|"State Street"||867||"01007"|"N"|"Discover the potential of this expansive 1.13 +/- acre lot, ideally situated down the road from the Belchertown Commonand close to the five college area. This parcel offers a perfect blend of tranquility and convenience, making it an excellentopportunity for your next project or dream home. BUY LAND, THEY AREN'T MAKING ANYMORE!! This residentially zonedlot has a valid perc test, drilled artesian well and expired septic design from 2019. Embrace the charm of rural living withthis unique property featuring a barn that has already begun its transformation into a versatile space. This partiallyconverted barn offers endless possibilities for those looking to complete the project and create their ideal space. FullElectric service and 2 mini split units with heat & air currently service the barn. Enjoy the extra storage with thedetached 1 car garage, roadside and cabin! Don’t miss this chance to secure a piece of prime real estate with great views!"|16|10/3/2024 11:50:00 AM|0|"N"|"E8000091"|"AN7317"|125000|10/28/2024||"Hampshire"|"MA"|"A"|49223|1.13|"A,C,E"|"B,F"|"A"|"N"|||||"A"|"N"
"LD"|73278578|"CN208257"|"AN7033"|"SLD"|699000|"233"|"West Main"||170||"02776"|"N"|"""Shovel-ready"" project with all Town approvals in place for 4 townhouse style condos. Ready to pull permits for demo of existing building andstart construction. Buyer has completed all engineering and plans: site plan, septic design, and architectural plans in-hand. Plans contemplate30x60 footprint with 2-car garages and 2 levels for each unit. Site plan has been completed and approved by Town with landscaping design and 3-bedroom septic designs approved for each unit. Existing structure to be removed by buyer to allow for the new 4-unit condos. Seller has quotefrom a demo company. Layout of architectural drawings can be modified. Seller has obtained environmental report necessary for demo permit.Seller has the extermination letter, National Grid and Eversource letter of service termination. Seller also has quote from an attorney to prepare condo documentation for HOA, covenants and restrictions, etc."|2|8/16/2024 1:46:00 AM|0|"N"|"BB300005"|"BB0100"|687500|2/19/2025||"Bristol"|"MA"|"A"|50094|1.15|"A,C,E,M"|"D"|"A,B,C"|"N"||||"N"|"A"|"N"
"LD"|73278594|"E8000144"|"AN1019"|"SLD"|80000|"24"|"Davenport Way"||511||"01301"|"N"|"A perfect spot to build your dream home!  The last available lot on Davenport Way, an established neighborhood on a cul de sac, cleared and ready to go.  Town water & sewer, electric and cable at the street.  Plans available for single family, single level living or design your custom living space. Building permits have been purchased, expire in Jan 2025 saving the new owner $5,000. Lauren Acres is a great location, perfect for commuters with easy access to major routes.  Minutes to shopping and local destinations."|4|11/18/2024 8:07:00 AM|0|"N"|"E00000DM"|"AN5910"|75000|2/18/2025||"Franklin"|"MA"|"A"|20904|0.48|"A,E,G"|"D,Q"|"A"|"N"||"N"||"N"|"A"|"N"
"LD"|73278803|"BB302316"|"BB5398"|"SLD"|250000|"305"|"South Street"||402||"01503"|"N"|"ANR lot!!!   Rare opportunity for a builder, investor or private individual to secure an oversized lot. Situated in a prime location with convenient access to Route 290 and 495. This 4.63-acre rectangular piece of land offers a tremendous amount of possibilities maybe even get your green thumb ready and grow your own vegetables. Buyers and agents to do their own due diligence. SEPTIC DESIGN ATTACHED ON THE PAPER CLIP PLEASE ASK YOUR AGENT FOR IT. 201,634 square feet of land is an astounding amount for one footprint. Property is newly subdivided. (The tax & assessment value are TBD). 643 Frontage Reduction for Rear Lots In the Residential and Agricultural District, the frontage of a lot may be reduced to one hundred (100) feet provided that the area of the lot is not less than 200,000 square feet and all other requirements of Section 620 are met."|1|8/16/2024 4:37:00 PM|0|"N"|"K8000625"|"AN3452"|230000|12/11/2024||"Worcester"|"MA"|"A"|201634|4.63|"A,C,E"|"I"|"A"|"N"||"N"|||"B"|"N"
"LD"|73278830|"E00000DM"|"AN5912"|"SLD"|99900|"0"|"Bungalow"||511||"01301"|"N"|"Looking for land and/or a place to store your things, look no further! Situated on 1 of 2 lots is a 48x24 one bay garage with power."|8|8/16/2024 6:01:00 PM|0|"N"|"E00000DM"|"AN5910"|62000|12/18/2024||"Franklin"|"MA"|"A"|32705|0.75|"A,C"|"D,I"|"D"|"N"||"N"|||"A,B,C"|"N"
"LD"|73278834|"E00000DM"|"AN5910"|"SLD"|74900|"0"|"Brattleboro Rd"||509||"01337"|"N"|"Ready to build your dream home? Look no further! This stunning property offers breathtaking views and an unbeatable location with convenient access to Routes 5/10 and 91. The land is partially cleared and has already passed a perc test! Plus there's an approved permit for the current driveway. See the possibilities country living can provide by scheduling your tour today!"|10|8/16/2024 6:16:00 PM|0|"N"|"E00000DM"|"AN5910"|70000|10/23/2024||"Franklin"|"MA"|"A"|169884|3.9|"A,E"|"F,H,I,Q,X"|"A"|"N"||"N"||"N"|"C"|"N"
"LD"|73278865|"M8000032"|"M95125"|"SLD"|147500|"Parcel ID"|"9-17700-5-0 West Street"||856||"01056"|"N"|"This is the place to BUILD YOUR HOME! With nearly 10 acres and more than 500 feet frontage on each of the two streets, you have flexibility where to place your home! Owner says some of the BEST VIEWS can be viewed near the top of this property! Call Today !"|1|8/16/2024 8:27:00 PM|0|"N"|"CN248378"|"AN5402"|150000|11/13/2024||"Hampden"|"MA"|"B"|422532|9.7|"A,C,E"|"F,I"|"A"|"N"|||||"B"|"N"
"LD"|73278929|"K0002324"|"K01341"|"SLD"|177000|"Parcel 3"|"Franklin Street"||433||"01516"|"N"|"Looking for a beautiful location to build your dream home?  Look no further!  This corner lot is located across the street from Stonegate Estates and just south of the Southern NE Trunkline Trail.  Almost two acres of land, the lot is grandfathered under current zoning.  Several piles of loam on site.  Perc and soil testing results attached to listing!"|3|8/17/2024 10:56:00 AM|0|"N"|"BB910994"|"BB4015"|150000|4/30/2025||"Worcester"|"MA"|"A"|79715|1.83|"A,C,E"|"E"|"A"|"N"|||||"B"|"N"
"LD"|73279044|"CN239881"|"A14006"|"SLD"|195000|"Lot 22"|"Broad Street"||181||"02324"|"N"|"Approved DUPLEX Lot. Ready to Go!  All you need is a Building Design to get the Building Permit. Seller will provide the following:  Approved Septic Design for 4 Bedrooms, Approval through Planning Board for a Duplex Home. Approval from DOT for Curb Cut."|0|8/18/2024 12:55:00 PM|0|"N"|"CN223691"|"AN8025"|185000|11/27/2024||"Plymouth"|"MA"|"A"|21800|0.5|"A,C,E"|"H"|"A,B,C"|"N"||||"N"|"B"|"N"
"LD"|73279073|"CN249388"|"E31301"|"SLD"|39500|"99"|"Shawnee Dr"||514||"01346"|"N"|"Welcome to your peaceful escape in the Mohawk Estates in Heath! This lovingly maintained camp is the ultimate retreat for those who cherish the great outdoors. Fully furnished and move-in ready, this charming property is ready to offer its new owners a serene slice of heaven with deeded rights to the beautiful Papoose Lake.The camp features a one-bedroom camper, expertly transformed into a cozy cabin-like space with a sturdy metal roof. Enjoy modern conveniences with electricity and cable, plus the unique experience of an outdoor shower, perfect for unwinding after a day of exploring.Don’t let this opportunity pass you by—schedule your showing today and make this enchanting getaway your own!"|30|8/18/2024 3:19:00 PM|0|"N"|"CN249388"|"E31301"|37500|11/27/2024||"Franklin"|"MA"|"B"|8712|0.2|"A"|"Q"|"D"|"N"||"N"||"N"|"A"|"N"
"LD"|73279283|"B8000093"|"B95137"|"SLD"|2899000|"1"|"Cliffside Terrace"||301||"01801"|"N"|"ATTENTION ALL DEVELOPERS/CONTRACTORS - AN APPROVED 7 LOT subdivision of homes directly on the Winchester Line. Two lots have houses presently on them. One MUST come down or be moved due to change in lot lines. The other will be sold on its Lot. The home is custom built (see attached in paperclip) and will sell solidly when subdivision is done. A list of approved waivers is attached. There will be a mandated HOA for the drainage system."|1|8/19/2024 12:52:00 PM|0|"N"|"CN254708"|"AN5096"|2400000|4/29/2025||"Middlesex"|"MA"|"A"|111500|2.56|"A,D,E,G"|"F"|"A"|"N"||"N"||"N"|"B"|"N"
"LD"|73279294|"TM335569"|"AN5002"|"SLD"|950000|"143"|"Thatcher Rd"||326|"BNK"|"01930"|"N"|"RARE BUILDABLE PARCEL – Unmatched EAST GLOUCESTER Location with Multi-Unit Potential.  Discover the perfect location for your dream property with this .61-acre buildable parcel (RES ACLNDV).  Between Good Harbor Beach and Long Beach, the location is spectacular.  The lively downtown waterfront of Rockport and the bustling harbor and Main Street of Gloucester are just a short drive away, offering a delightful mix of local shops, dining, and cultural experiences. Imagine creating a custom-designed home or exploring multi-unit opportunities on this prime parcel, which allows you to fully capitalize on its spectacular location. Whether you envision a serene retreat or a dynamic investment, the generous size of this lot provides ample space to bring your vision to life. Offered for the first time in five decades, don’t miss out on this unique chance to own a piece of paradise in one of Gloucester’s most desirable locations."|23|8/19/2024 1:16:00 PM|0|"N"|"CN213042"|"AN8136"|750000|11/26/2024||"Essex"|"MA"|"A"|26600|0.61|"A"|"U"|"D"|"N"||"N"||"N"|"A"|"N"
"LD"|73279336|"H7000006"|"AC1229"|"SLD"|56000|"0"|"Burnshirt"||470||"01331"|"N"|"Build the home of your dreams with plenty of land to spare! Nearly 2 acres of gentle sloping wooded land in beautiful Phillipston. This Burnshirt Road parcel offers privacy and country charm while still being minutes from rt 101, Queen Lake, the stores and restaurants of Templeton center, hiking trails, and the convenience of rt 2. Bordered on one side by 110 acres of state conservation land which will not be developed. Now is the time to have a look at this beautiful piece of land!"|4|8/19/2024 2:41:00 PM|0|"N"|"CT008246"|"K95580"|56000|4/23/2025||"Worcester"|"MA"|"A"|78408|1.8||"E"|"D"|"N"|||||"B"|"N"
"LD"|73279421|"NB900447"|"M80007"|"SLD"|579000|"32"|"Carolyn Circle"||208||"02332"|"N"|"On the search for a special location to build your dream home?  Downsizing or Upsizing, this North Marshfield neighborhood offers a resident association dock on the North River (upon application) and mooring opportunities thru the town/harbormaster, as well as storage racks for kayak's. Whether its fishing, paddle boarding or catching the sunsets the choice is yours!  This cleared, nearly half acre lot has seasonal water views and has been fully engineered with a site/septic plan and order of conditions. A building permit has been issued for a 3 bedroom home but will need to be reapplied for by the new owner. All the hard work has been done by the current owners... now it's time to build your personalized home! This isn't just a home it's a new lifestyle that so many are looking for.  Don't miss this one of a kind opportunity!  Schedule a site visit today!"|9|8/22/2024 11:02:00 AM|0|"N"|"NB900447"|"M80007"|530000|12/16/2024||"Plymouth"|"MA"|"A"|20040|0.46|"A,C,E,H"|"F,G,I,Q"|"A"|"N"||"Y"|"E,L,N,P"|"N"|"B"|"N"
"LD"|73279475|"CN215188"|"AN3365"|"SLD"|199900|"107"|"Union Rd"||871||"01521"|"N"|"Here's your chance to own almost 25 acres in Holland! This lot has relisted after structure on parcel was removed after fire in 2022. Recently cleared and ready for a buyer to build a dream home! Close access to major highways. Don't miss out on this lot. Buyer to do due diligence and preform all required testing.PLEASE SUBMIT HIGHEST AND BEST OFFER BY 8/28"|8|8/19/2024 8:41:00 PM|0|"N"|"CN246364"|"AN6245"|195000|10/2/2024||"Hampden"|"MA"|"A"|1085080|24.91|"A"|"X"|"A"|"N"||"N"|||"E"|"N"
"LD"|73279701|"M0000538"|"AC0504"|"SLD"|175000|"59"|"Streeter Rd"||427||"01518"|"N"|"Attention contractors, we are offering  a 22-acre parcel that's perfectly suited for a small subdivision project. This property is a gem, offering a blend of natural beauty, privacy, and prime access to outdoor amenities. The parcel borders Army Corps of Engineers land and the East Brimfield Reservoir offering scenic water views and access to the reservoir. This land is an ideal blend of seclusion, natural beauty, and convenient to Sturbridge amenities, making it perfect for a subdivision project. Due to the limited road frontage, this is not buildable as a single homesite."|3|8/20/2024 12:40:00 PM|0|"N"|"M0000538"|"AC0504"|155000|11/20/2024||"Worcester"|"MA"|"A"|970952|22.29|"A"|"C,G,H,I"|"A"|"N"||"Y"|"G"||"B"|"N"
"LD"|73279731|"CN229533"|"AN2693"|"SLD"|15000|"0"|"Saquish Beach Blvd Lot 388"||213||"02360"|"N"|"Here's your chance to have your own year-round access to these breathtaking water views! Ideal for investment or personal enjoyment.  Take advantage of this rare chance to own a slice of paradise!"|2|8/20/2024 1:34:00 PM|0|"N"|"CN203035"|"AN0225"|12500|9/23/2024||"Plymouth"|"MA"|"D"|5000|0.11||"V,X"|"M"|"Y"|"A,F"|"Y"|||"E"|"N"
"LD"|73279732|"CN229533"|"AN2693"|"SLD"|15000|"0"|"Saquish Beach Blvd Lot 389"||213||"02360"|"N"|"Here's your chance to have your own year-round access to these breathtaking water views! Ideal for investment or personal enjoyment.  Take advantage of this rare chance to own a slice of paradise!"|2|8/20/2024 1:34:00 PM|0|"N"|"CN203035"|"AN0225"|12500|9/23/2024||"Plymouth"|"MA"|"D"|5000|0.11||"V"|"M"|"Y"|"A"|"Y"|"A,J"||"E"|"N"
"LD"|73279733|"CN229533"|"AN2693"|"SLD"|15000|"0"|"Saquish Beach Blvd Lot 390"||213||"02360"|"N"|"Here's your chance to have your own year-round access to these breathtaking water views! Ideal for investment or personal enjoyment.  Take advantage of this rare chance to own a slice of paradise!"|2|8/20/2024 1:35:00 PM|0|"N"|"CN230612"|"AN6192"|11000|2/26/2025||"Plymouth"|"MA"|"D"|5000|0.11||"V"|"M"|"Y"|"A,F"|"Y"|"A,J"||"E"|"N"
"LD"|73279789|"B8001038"|"AN3160"|"SLD"|335000|"0"|"Shedd Road"||374||"01862"|"N"|"Raw land! A rare opportunity to purchase raw open land with a previously installed septic system. Let your imagination take over and envision building your dream home. Conveniently located off of Treble Cove Road, and route 3 is just minutes away. Dead end street and rear abutter is a public school. Whether you build now or hold onto it for a future project, you are sure not to lose. Turn your dreams into reality."|3|8/20/2024 2:55:00 PM|0|"N"|"D0000248"|"D02001"|335000|12/3/2024||"Middlesex"|"MA"|"A"|26571|0.61||"B,I"|"A"|"N"|||||"B"|"N"
"LD"|73279857|"CN252922"|"AN7903"|"SLD"|145000|"2"|"Sara"||445||"01501"|"U"|"Build your dream home on this level lot in a quiet, kid-friendly neighborhood. 20,075 sq ft lot (0.4609 acres) Lot sits on the corner of Lorna Dr and Sara Dr. Sites like this are very rare in Auburn. 137 ft frontage on Sara Drive with expected address of 2 Sara Dr. Lot is level. Water, sewer, and electrical access is on-site. Easy access to Mass Pike, 290, 190, and Route 20. Existing barn and parking lot on land. Barn wood likely has value or can be reused"|4|8/20/2024 4:32:00 PM|0|"N"|"K8000267"|"K01211"|145000|9/26/2024||"Worcester"|"MA"|"A"|20075|0.46||"D"|"A"|"N"|||||"A"|"N"
"LD"|73279904|"TM318623"|"AN8160"|"SLD"|199900|"0"|"middlesex"||401||"01604"|"N"|"Build Build Build.... Build a single family home, Build a duplex, or Build a tri-plex! Located on a quiet neighborhood side street this lot offers great income potential. Just minutes to Rt. 20, The Mass Pike, and Rt. 9, this property offers many options. Electric, water and sewer on the street. Build and rent or Build and sell individual units. Your choice! Wont last!"|6|8/20/2024 6:09:00 PM|0|"N"|"TM318623"|"AN8160"|210000|11/27/2024||"Worcester"|"MA"|"A"|15366|0.35|"A"|"D,H"|"A,B"|"N"||"N"||"N"|"B"|"N"
"LD"|73280150|"CN232442"|"BB5522"|"SLD"|50000|"6-8"|"Whittier Pl PSpot 231"||1|"109"|"02114"|"N"|"Secure and Convenient Parking in Boston's West End! Eliminate the stress of shoveling and searching for parking! This is the opportunity you have been waiting for to get rid of yourself for expensive parking rental and hassle. 24 hour security + access and professionally managed garage. Low monthly condo fee and low annual real estate tax bill for this primetime parking space. Easy to rent! Ideal location near Whole Foods/CVS plaza, Mass General Hospital, restaurants, North Station/TD Garden, Charles River Esplanade for walking/running-biking sailing, easy access to Beacon Hill, Downtown, Boston Common/Gardens, Science Museum, Cambridge Side Galleria, and public transportation. HOA Fee is $240 a month!"|3|8/21/2024 10:50:00 AM|0|"N"|"CN203672"|"NA9365"|46000|5/22/2025||"Suffolk"|"MA"|"A"|0|0||"O"|"C"|"N"||"N"|||"A"|"N"
"LD"|73280242|"CN237417"|"NH0049"|"SLD"|249000|"18"|"Kimball Hill Drive"||352||"01830"|"N"|"Opportunity awaits! This one acre wooded lot, zoned for residential use, is located in a cul-de-sac neighborhood in the East Side of Haverhill. In a convenient location right off of E Broadway, you'll have easy access to major highways and amenities. Bring your dream home ideas to this desirable location! Buyers to do their own due diligence in regards to building."|16|8/21/2024 12:34:00 PM|0|"N"|"G8002539"|"AN7874"|245000|10/18/2024||"Essex"|"MA"|"A"|46173|1.06|"A,C,G"|"I"|"A"|"N"|||||"B"|"N"
"LD"|73280380|"TM351531"|"AN4866"|"SLD"|70000|"0"|"Church St"||839||"01107"|"N"|"**Back on Market due to misinformation on city's GIS MAPS system, please see letter from the City dated 9/5/24 along with attached documents** Vacant building lot, zoned Residence B.  Plot plan for duplex attached.  Buyer responsible for all due diligence."|19|8/21/2024 3:14:00 PM|0|"N"|"TM351531"|"AN4866"|60000|11/8/2024||"Hampden"|"MA"|"A"|7719|0.18||"D"|"A,B"|"N"|||||"B"|"N"
"LD"|73280428|"CN200887"|"AN3335"|"SLD"|1680000|"473"|"Concord Road"||57||"02493"|"N"|"Rare opportunity to purchase 4.41 acres of pristine land, offering unparalleled privacy and tranquility. This stunning natural landscape is perfect for crafting your dream estate, where you can build a luxurious home surrounded by serene beauty. Weston, Massachusetts is an exceptional town renowned for its top-rated schools, delivering an outstanding education that attracts families who value academic excellence. Residents enjoy a picturesque, peaceful environment with the added convenience of an easy commute to vibrant Boston, making it an ideal location for both relaxation and access to city amenities."|10|8/21/2024 4:14:00 PM|0|"N"|"tm350635"|"an6192"|1450000|1/15/2025||"Middlesex"|"MA"|"A"|191987|4.41|"A"|"B"|"A"|"N"||"N"||"N"|"A"|"N"
"LD"|73280597|"CN230557"|"AN3717"|"SLD"|65000|"226"|"Roxy Cahoon Rd"||213||"02360"|"N"|"Welcome to a unique opportunity to own a land lot on the picturesque shores of the 376-acre, fully recreational Great Herring Pond. This beautiful cleared and well maintained lot provides you with direct access to a variety of water activities, including swimming, kayaking, boating, jet skiing and fishing. This property offers the perfect blend of adventure and tranquility, allowing you to enjoy a peaceful retreat or engage in water sports a few steps away. Additionally, this lot can be purchased as a package with the abutting house lot, 230 Roxy Cahoon see house listing MLS #73280596"|8|8/21/2024 11:31:00 PM|0|"N"|"CN230557"|"AN3717"|58500|9/13/2024||"Plymouth"|"MA"|"A"|7841|0.18||"Q,S"|"D"|"N"|||||"E"|"N"
"LD"|73280884|"TM326908"|"AN4452"|"SLD"|99900|"238"|"Walker Rd"||427||"01566"|"N"|"Discover the perfect blend of tranquility and convenience with this expansive land offering at 238 Walker Road in the charming town of Sturbridge, MA. This property is ideal for building your dream home. Located on a quiet, well-maintained road just minutes from the historic town center, this lot offers easy access to major routes like I-84 and the Mass Pike (I-90). You’ll enjoy a peaceful, rural setting without sacrificing convenience. Whether you’re looking to build a private estate or a cozy retreat,  this property is brimming with potential. Nearby attractions include Wells State Park for year-round outdoor activities and Old Sturbridge Village, a popular destination showcasing New England’s rich history. You’ll also find easy access to local shops, restaurants, and high schools. Proposed septic plan in hand!"|1|8/22/2024 1:36:00 PM|0|"N"|"CN253516"|"M95273"|99900|1/17/2025||"Worcester"|"MA"|"A"|641639|14.73|"A"|"G"|"D"|"Y"|"E"||||"E"|"N"
"LD"|73280885|"E0000JAM"|"E25301"|"SLD"|79000|"0"|"Antin Rd"||531||"01012"|"N"|"SELLER REDUCES PRICE FOR THIS rare waterfront lot on Damon Pond offering canoe, kayak, fishing, beach access, and more.  This lot is surveyed with a driveway and cleared area to get started on your building site. There is an Electric Service pole on site with an old Meter and breaker box so power is available on site.  99.5 feet along the water with a older dock/deck at the shore edge.  Pleasant views over the pond. Great features along the existing driveway with  sections of old stone walls and small clearings for attractive landscaping. This lot was previously Perc Tested and only needs and update with deep observation holes Great opportunity for a seasonal or year round home with a lovely water view and the recreation that goes with it."|9|8/23/2024 11:18:00 AM|0|"N"|"E0000JAM"|"E25301"|75000|1/31/2025||"Hampshire"|"MA"|"A"|46890|1.08|"B,E,O"|"B,E,I,U,X"|"A"|"Y"|"E,I,R,W,M"|"Y"|"K"|"N"|"A"|"N"
"LD"|73280926|"E0000JAM"|"E25301"|"SLD"|85000|"0"|"Damon Pond Rd"||531||"01012"|"N"|"Unique lot with long road frontage on 2 roads creating a triangle.  Entirely wooded with a former home site with an old stone lined cellar hole.  This location is set nicely between Rt 9 in Goshen, the shared elementary school, center of Chesterfield along with and easy trip to Rt. 143 into Williamsburg.  Great site offering a nice residential use with ample frontage and acreage for possible  second lot."|7|8/22/2024 2:28:00 PM|0|"N"|"E0000JAM"|"E25301"|85000|12/18/2024||"Hampshire"|"MA"|"A"|239580|5.5|"A,C,E"|"D,E,I,J,U"|"A"|"N"||"N"||"N"|"B"|"N"
"LD"|73281011|"M9501018"|"M95395"|"SLD"|49900|"0"|"Bay State Drive"||833||"01011"|"N"|"Nearly 5 acre lot very close to town offices and post offices.  SEE MAP IN MLS GALLERY.  Buyers can go directly to lot and walk the lot using the map.  Train tracks and active stream nearby.   Owned by out-of-state entity who never lived on this lot.  Public record lists land as ""industrial developable land."""|2|8/22/2024 4:48:00 PM|0|"N"|"m9501018"|"m95395"|28000|11/13/2024||"Hampden"|"MA"|"C"|206475|4.74|"A,E"|"D"|"D"|"N"||||"N"|"B"|"N"
"LD"|73281012|"G8002230"|"AC0342"|"SLD"|179000|"257"|"Aiken Ave"||372|"CNV"|"01850"|"N"|"Development Opportunity!! Come explore this leveled lot situated on the Lowell/Dracut Line. This parcel is an ideal canvas for a traditional customized single family home. Convenient access to NH and Routes 113 & 110. Near by amenities include playground, pool, schools, hospitals, shopping & dining; as well as UML and Downtown Lowell. Execute the chance to create an exclusive floor plan. Enjoy the simplified building process with public water, sewer, electricity and gas connection, right on the street."|7|8/22/2024 4:37:00 PM|0|"N"|"G8002230"|"AC0342"|145000|5/9/2025||"Middlesex"|"MA"|"A"|6000|0.14|"A"|"D"|"A"|"N"||"N"||"N"|"B"|"N"
"LD"|73281227|"BB981965"|"AN6239"|"SLD"|699900|"39"|"SHEFFIELD ROAD"||40||"02451"|"N"|"HIGHLY DESIRABLE GLENMEADOW WEST LOCALE! VERY RARE FIND! Large 9,200 square foot lot with building permit in hand. Build your own home in one of Waltham's most desirable locations!"|1|8/23/2024 10:04:00 AM|0|"N"|"bb981965"|"an6239"|699900|9/26/2024||"Middlesex"|"MA"|"A"|9200|0.21|"A"|"D,Q"|"A"|"N"|||||"A"|"N"
"LD"|73281437|"CN211496"|"AN2024"|"SLD"|50000|"0"|"Crestwood Dr."||465||"01440"|"N"|"Asking for highest and best by 5pm on 8/28. Attention builders, developers or anyone looking to build their dream home. This property would be ideal for someone who wants to build a home that has a full daylight basement, a great feature which allows natural light to enter, making the lower level feel more like a part of the main living space.   The land is set on a desirable dead-end road, surrounded by beautiful homes in a great commuter location.  Town water and town sewer available. Schedule your showing today and bring your plans.  Please do not walk the property without scheduling an appointment."|7|8/23/2024 8:29:00 PM|0|"N"|"CN255953"|"K95634"|65000|2/4/2025||"Worcester"|"MA"|"A"|21120|0.48|"C,E,H"|"H,I,T"|"A"|"N"||"N"|||"B"|"N"
"LD"|73281748|"K8001121"|"AN1259"|"SLD"|459000|"15"|"Settlers Road"||406||"01532"|"N"|"Looking to build your dream home?  Located in an exclusive neighborhood, this almost 4 acre parcel offers unparalleled privacy and is the last remaining lot on this street.  Your plans or ours, lots like this are a rare find. Photos show an example of what could be built on this gorgeous lot.  Call today for a tour and to discuss building your dream home!"|9|8/26/2024 10:21:00 AM|0|"N"|"K8001121"|"An1259"|459000|10/8/2024||"Worcester"|"MA"|"A"|168068|3.86|"A"|"D"|"A"|"N"||||"N"|"A"|"N"
"LD"|73281790|"E00000DM"|"AN5910"|"SLD"|49900|"45"|"Dwight Cross Rd"||513||"01340"|"U"|"Large lot in a country setting. Power, water and possibly septic on site. Put your home plans together and check out this building lot."|28|8/26/2024 12:16:00 PM|0|"N"|"E00000DM"|"AN5910"|41000|1/24/2025||"Franklin"|"MA"|"A"|128763|2.95|"A,C,E"|"B,E,H,O"|"A"|"N"|||||"C"|"N"
"LD"|73281800|"E00000DM"|"AN5910"|"SLD"|84900|"0"|"North County Rd"||510||"01337"|"N"|"Looking for a slice of paradise in the peaceful hills of Leyden? This 8.79-acre parcel is your blank canvas! Whether you're dreaming of building your forever home or a weekend retreat, this land offers endless possibilities! The lot is nestled in a quiet, country setting yet still close to the amenities of Greenfield and easy access to I-91."|8|8/26/2024 12:27:00 PM|0|"N"|"E00000DM"|"AN5910"|84900|10/25/2024||"Franklin"|"MA"|"A"|382805|8.79|"A,C,E"|"I"|"A"|"N"||"N"|||"B"|"N"
"LD"|73281899|"CN246798"|"AN8599"|"SLD"|32500|"0"|"David Dr"||562||"01235"|"U"|"Approximately 2 Acres of raw land in a private setting in Peru."|2|8/26/2024 3:42:00 PM|0|"N"|"H1111111"|"H11111"|32500|9/30/2024||"Berkshire"|"MA"|"A"|43560|1||"I"|"A"|"N"|||||"E"|"U"
"LD"|73281901|"A8000796"|"A95226"|"SLD"|210000|"Lot 2"|"Range Avenue"||173||"02780"|"N"|"Beautiful Gently Sloping, Wooded 1.382 Acre Lot (60,191 sq ft) on Range Avenue; Trees are cut; Passing perc test in hand; Septic design to be included just provide the footprint for your home; Very Small area of wetlands at far back of property (probably less than approximately 100 sq ft); Public water, private sewer and electric at the street."|4|8/26/2024 3:47:00 PM|0|"N"|"CN208361"|"AN4145"|210000|10/23/2024||"Bristol"|"MA"|"A"|60191|1.38|"A,C,E"|"O"|"A"|"N"||"N"||"N"|"B"|"N"
"LD"|73281911|"TM350438"|"A95627"|"SLD"|275000|"0"|"Evelyns Drive"||103||"02631"|"N"|"Great opportunity to build your dream home in a highly desireable location! Close to Jack Knife Cove and Pleasant Bay. Located on a dead end street! Private yet convenient to Harwich, Brewster, Orleans, and Chatham. Buyer and/or Buyer's Agent to do due diligence."|2|8/26/2024 4:05:00 PM|0|"N"|"FR800709"|"A14050"|275000|4/11/2025||"Barnstable"|"MA"|"A"|22746|0.52|"C"|"I"|"A"|"N"||"N"|||"E"|"N"
