PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|REMARKS|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|LISTING_ALERT|NEIGHBORHOOD|COUNTY|STATE|CI_TYPE|SPACE_AVAILABLE|RSU_UNITS|RSF_BLDG_SF|OFU_UNITS|OFF_BLDG_SF|REU_UNITS|REF_BLDG_SF|WAU_UNITS|WAF_BLDG_SF|MAU_UNITS|MAF_BLDG_SF|NO_STORIES|TOTAL_UNITS|TOTAL_BLDG_SF|LOT_SIZE|ACRE|PARKING_SPACES|PARKING_FEATURE|SHORT_SALE_LENDER_APP_REQD
"CI"|73352818|"CN240694"|"AN6201"|"ACT"|1500|"456"|"Centre St."|"1"|1|"007"|"02130"|"N"|"Remarkable opportunity to buy or lease commercial unit at an unbeatable price! Whether you're looking to rent or purchase, our affordable pricing makes it easier than ever to invest in your future without stretching your budget.  Positioned at a busy corner street, our commercial unit, ensures that your brand is front and center, drawing in customers from all directions. With excellent signage options available, your brand will stand out and attract attention from potential customers. Front door lit awning (signage), bathroom (Commercial space only) , laundry room.  This is great space for Medical/dental/Chiropractic/Physical Therapy/Massage/Psychology, lawyer/account, General office work."|7|4/1/2025 1:03:00 PM|0|"N"||"Suffolk"|"MA"|"F"|"B"|0|0|1|495|0|0|0|0|0|0|4|1|495|0.06|0|0|"G"|"N"
"CI"|73352839|"BB902437"|"AN5663"|"ACT"|800000|"0"|"Grand Army of the Republic Hwy"||164||"02777"|"N"|"Prime Commercial Opportunity – Significant Price Reduction! This 22.25-acre Business B zoned parcel on Route 6 near Route 195 is now available at a reduced price! With a motivated seller, this is an exceptional chance for developers and investors. Featuring 368 feet of frontage and high visibility, this prime location is ideal for commercial ventures. Utilities—electric, water, and gas—are readily available at the street, simplifying development.  With strong regional demographics, 24,000+ daily vehicles, and easy Route 195 access, this site offers unmatched exposure. Surrounded by major retailers like Walmart, Target, The Swansea Center, and The Shoppes at Swansea, investment potential is immense. Don't miss this rare opportunity—whether for a freestanding commercial building or another business concept, this property is primed for success! Buyers and/or their agents should perform due diligence."|8|4/1/2025 1:24:00 PM|0|"N"||"Bristol"|"MA"|"D"|"A"|0|0|0|0|0|0|0|0|0|0|0|||969210|22.25|20|"S"|"N"
"CI"|73352869|"A0000732"|"A49501"|"PCG"|399900|"502"|"LIBERTY STREET"||205||"02341"|"N"|"*Spectacular office building for sale.  Best location in Hanson! High visibility & traffic count. Open floor plan, fully furnished-You must see!   This location is perfect for a small business such as Tax or Accounting office, boutique or any type of office.  Rear of building overlooks beautiful Wampatuck Pond. Parking for 5,    Public Water, Tight Tank Sewerage"|6|4/1/2025 1:46:00 PM|0|"N"||"Plymouth"|"MA"|"E"|"A"|0|0|1|800|0|0|0|0|0|0|1|||4835|0.11|5|"F"|"N"
"CI"|73352897|"TM347504"|"AN6526"|"ACT"|3295000|"87"|"Water Street"|"1-2"|107|"WOH"|"02543"|"N"|"Rare waterfront opportunity in the heart of Woods Hole! This iconic property on Eel Pond is home to the beloved Woods Hole Market, the only market in the village. The sale includes both the real estate and the business, offering a truly turnkey investment. Zoned B-1 and serviced by town water and sewer, the well-maintained building (circa 1920) features commercial kitchens, a large ground-level patio, 3,744 sq ft. of interior space, and a newly licensed 68-seat second-floor restaurant with a liquor license—“WoHo”—with a spacious covered deck overlooking the water. Just steps from the Steamship Authority, MBL, and WHOI, this high-visibility location blends historic charm with grand potential. A unique chance to own and operate a cornerstone of the Woods Hole community."|20|4/11/2025 11:57:00 AM|0|"N"||"Barnstable"|"MA"|"A"|"A"|0|0|0|0|2|3744|0|0|0|0|2|2|3744|3119|0.07|0|"G"|"N"
"CI"|73352903|"FR800050"|"AN4790"|"ACT"|399000|"699"|"Brock Ave"||156||"02744"|"N"|"Auto repair and Auto Sales, 3 garage bays with office area, corner lot. Great visibility. Call for details."|11|4/1/2025 2:17:00 PM|0|"N"||"Bristol"|"MA"|"A"|"A"|0|0|1|288|0|0|0|0|0|0|1|1|288|7840|0.18|20|"J,N"|"N"
"CI"|73352979|"CN218657"|"AN8722"|"ACT"|1300000|"391"|"Park Ave"||401||"01610"|"N"|"Great opportunity for an investor to purchase this visible retail , office and industrial property , currently rented!!! reach out to listing agent for more information!!"|6|4/1/2025 3:45:00 PM|0|"N"||"Worcester"|"MA"|"A"|"A"|0|0|1|2000|1|2000|1|1000|0|0|2|||6600|0.15|6||"N"
"CI"|73353122|"CN247649"|"AN6205"|"ACT"|9800|"1100"|"Gorham Street"|"1B - 2nd fl"|372|"SLO"|"01852"|"U"|"Tenant Requirements: 1.5 Month Security, 1st month, last month rent and deposit. Credit Check - Yes; Lease Options Available - Yes; Lease Renewal Option - Yes; Rent Excludes-Utilities - Tenant pays all utilities; Repair Insurance - Tenant required to maintain; High traffic count Glass views from the street.5-year lease with 5 year renewable terms."|4|4/1/2025 6:59:00 PM|0|"N"||"Middlesex"|"MA"|"A"|"B"|0|0|1|7800|0|0|0|0|0|0|1|||7800|0.18|20|"J"|"U"
"CI"|73353138|"CN221515"|"AN4167"|"ACT"|1000000|"227"|"Chandler St"||401||"01609"|"U"|"Located at the corner of Chandler Street and Park Avenue, this prime mixed-use property offers an exceptional investment opportunity. The first floor is currently used as a spacious church, with potential for various commercial uses. The second and third floors are successfully rented out on Airbnb, generating over $200K in income. The second floor features four bedrooms and two bathrooms, while the third floor offers five bedrooms and two bathrooms, both well-maintained and furnished for maximum guest comfort. This property is ideally situated in the heart of the city, offering easy access to shops, restaurants, and public transportation. With a thriving business on the first floor and lucrative short-term rentals on the upper floors, this property presents a cash cow investment with immense potential. Whether you're an investor or entrepreneur, this versatile property is a fantastic opportunity to generate income in a high demand location"|38|4/1/2025 7:34:00 PM|0|"N"||"Worcester"|"MA"|"G"|"A"|2|2804|3|1402|0|0|0|0|0|0|3|3|4206|3631|0.08|4|"N"|"U"
"CI"|73353211|"K0001427"|"K01527"|"ACT"|400|"49"|"Main Street"|"4"|427||"01566"|"N"|"VACANT  OFFICE in PROFESSIONAL Building. *** office or retail *** This is a triple net lease, the rent is $400. a month. $250.  includes taxes, insurance, and maintenance. The total $650. Rent includes office, large reception \ waiting room, conference room, and all utilities. 3 separate abutting offices are available.   Plenty of off street parking. Lots of natural light. Good tenant mix. Central air and signage. Handicap Access. Entrance door is at Main Street, AKA Rt. 131. Traffic count is 13600 VPD. Draw from Sturbridge and Southbridge, one half mile to Southbridge town line. One mile to UMASS Harrington Hospital. Providing exceptional access to Route 49, Rt. 20, Rt. 131, Rt. 148, I84 and I 90, making the property very accessible throughout Central New England. Sturbridge includes destination retailers such as Stop & Shop, Michaels, UNO, Staples, Applebees, Walmart, Petco, Tractor Supply, Planet Fitness, Shaw' s, Verizon, Bay State Dental & Ocean State Job Lot"|8|4/1/2025 11:02:00 PM|0|"N"||"Worcester"|"MA"|"E"|"B"|0|0|1|105|0|0|0|0|0|0|1|1|105|30491|0.7|21|"K,N,S"|"N"
"CI"|73353386|"BB904550"|"NB4898"|"ACT"|4500|"579"|"Tremont Street"|"A"|1|"104"|"02118"|"N"|"Prime Office/Retail Commercial Space with heavy foot traffic on the South End's Restaurant Row! Ideally situated across from Union Park near The BCA in the heart of Tremont's Business District. Currently configured as a high-end children's clothing store comprising ±850 sqft on two levels renovated in 2016. The 1st-floor street level is ±550 sqft featuring a handicap-accessible private entrance, central air conditioning, and available plumbing runs. The second-floor mezzanine level is ±300 sqft with a spiral staircase and bathroom. All utilities are at the tenant's expense.  ±850 sqft is an approximation. Please call for showings available on Fridays & Saturdays from 12-4 pm with a 24-hour notice. The current tenant is still operating their business. Truly a rare opportunity for those in the know! Sorry, no food services of any kind."|5|5/2/2025 6:08:00 PM|0|"N"||"Suffolk"|"MA"|"A"|"B"|5|0|2|0|1|0|0|0|0|0|5|8|850|0|0|0||"N"
"CI"|73353398|"BB302014"|"AN1495"|"ACT"|500|"49"|"Plain Street"||68||"02760"|"N"|"Starting a new business? Tired of working from home? These beautiful offices are perfect for your professional business, located right off Route 152, close to everything, 10 minutes from Route 495.  With this ideal, quiet, convenient location and your own private office you'll be free to conduct your business and see Clients without interruption.  Lease rates include Heat, Electricity and Air Conditioning so budgeting is easy!  Different offices available starting at $500 per month, minimum one year lease.  Multiple office suites available as well.  Or rent two whole floors totaling 8,000 square feet of office space with a perfect classroom/training room as well."|5|4/7/2025 9:31:00 AM|0|"N"||"Bristol"|"MA"|"E"|"B"|0|0|1|120|0|0|0|0|0|0|3|||29411|0.68|2|"N,S,U"|"N"
"CI"|73353443|"CN254280"|"AN3817"|"ACT"|300000|"1253"|"Cove Rd"||156|"23D"|"02744"|"N"|"Great opportunity available in a high traffic location. Property includes the abutting .09 acre empty lot on Scott Street zoned Residential C. This property was formerly a working gas station. There are any number of possible uses for this commercial and residential combined lot like a used car lot, retail storefront, or combine it with the abutting lot to build an apartment building and have parking! Seller purports that it is environmentally clean and the underground tanks have been removed. Loads of options for this property."|14|4/2/2025 10:23:00 AM|0|"N"||"Bristol"|"MA"|"A"|"A"|0|0|0|0|0|0|0|0|0|0|0|||13068|0.3|0||"N"
"CI"|73353444|"H9500241"|"AN6242"|"ACT"|700|"493"|"Main Street"|"C"|378||"01827"|"N"|"Rare opportunity to rent a brand-new commercial office space in Dunstable Center. Never occupied, this private office is perfect for professionals seeking a quiet space, surrounded by green space in a prime commuter location. With 2 assigned parking spots, a half bath, and flexible layout options (as shown in photos), it’s ideal for anyone needing a private workspace or meet a client. Whether you’re a work-from-home professional or simply in need of a dedicated office closer to home, this space is for you. Tenant responsible for heat and cable; landlord covers water/sewer. Located in central Dunstable, close to major commuting routes. Don't miss out on this fantastic opportunity!"|12|5/20/2025 2:52:00 PM|0|"N"||"Middlesex"|"MA"|"A"|"B"|0|0|1|300|0|0|0|0|0|0|1|1|300|0|0|2|"B,C,M"|"N"
"CI"|73353497|"FR700023"|"AN8166"|"ACT"|979900|"473"|"County St"||156||"02740"|"N"|"Historic church in heart of New Bedford with a huge parking lot. Currently rented to New Bedford School Dept. Short walk the new commuter rail and downtown. Bring your imagination and make this a fabulous property."|5|4/2/2025 10:57:00 AM|0|"N"||"Bristol"|"MA"|"A"|"A"|0|0|0|0|0|0|0|0|0|0|1|1|11799|12859|0.3|53|"K"|"N"
"CI"|73353622|"NB113516"|"AC1688"|"ACT"|11900000|"64"|"Myrtle Street"||839|"849"|"01105"|"N"|"Actual 7.8% CAP RATE with annual in-place rent increases. Rare portfolio of 3 stabilized, cash-flowing, professionally managed brick properties in Springfield’s strong rental market, totaling 127 units: 120 1-bed/1-bath, 7 studios, 3 commercial. 96% REAC score, upgraded mechanicals, on-site laundry, security systems. $270K recently invested in energy-efficiency upgrades (attic insulation, low-flow fixtures, door sealing), boosting NOI. Upside via repurposing underused commercial/office space. Two assets on the National Register of Historic Places (potential tax credits—buyer to verify).64 Myrtle: 39-unit school conversion (5 lofts), roof <7 yrs, Grundfos pumps, 2022 ACV Prestige 6 system w/ dual tanks.11 Acushnet: 24-unit school conversion, roof <10 yrs, 2015 Prestige Triangle Tube system, 100-gal indirect heater.519 Main: 64 units, new water heaters (’22/’23), RUUD AC for commercial, roof <10 yrs.All 3 sold as a portfolio."|38|4/2/2025 12:37:00 PM|0|"N"||"Hampden"|"MA"|"C"|"A"|127|109413|1|1100|2|1700|0|0|0|0|3||144383|157809|3.62|80|"F,N"|"N"
"CI"|73353682|"BB810005"|"AN6210"|"ACT"|12|"245"|"Quaker"||2039||"02893"|"N"|"Well Maintained Bldg with new roof and Heating unit. OH Door, High ceilings, 3 Phase Electric, 220V. Sign pylon on street. Lot fenced in.Easy access I-95."|1|4/2/2025 3:41:00 PM|0|"N"||"Kent"|"RI"|"A"|"B"|0|0|0|0|0|0|1|3300|0|0|1|1|3300|33000|0.76|36||"N"
"CI"|73353718|"A9501699"|"A95532"|"ACT"|495000|"15"|"Simpson Ln"||107||"02540"|"N"|"Prime Office Condominium in Downtown Falmouth Village. Seize this unique opportunity to own a charming Cape Saltbox-style office condominium in the heart of Falmouth Village. This well-maintained, two-unit commercial condo offers versatile office space in a prime location, complete with plentiful parking.Step into the first-floor unit, where sunny, professional spaces create the perfect environment for your business. This unit features three private offices, a communal kitchen/flex/copy room space, possible 4th open area and a half bath.The upstairs unit provides three additional rooms and a half bath, offering flexibility for a variety of business needs. With its pristine condition, excellent location, and adaptable layout, this property is an ideal investment for professionals seeking office space or rental income. Opportunities like this don’t last—act now to make this space your own!"|30|4/2/2025 1:46:00 PM|0|"N"||"Barnstable"|"MA"|"A"|"A"|0|0|2|1349|0|0|0|0|0|0|2|||0|0|4|"A,F"|"N"
"CI"|73353804|"A9501699"|"A95532"|"ACT"|595000|"29"|"Simpson Ln"||107|"FAL"|"02540"|"N"|"Prime Investment Opportunity in Downtown Falmouth Village. Four fully leased commercial condo units are now available for sale at 29 Simpson Lane, just steps from the Shining Sea Bike Path. This sun-filled building offers an unbeatable location for investors seeking immediate income generation. Key features include: 100% occupancy with year-round leases in place. Welcoming entryway foyer and two restrooms. Spacious full basement with economical gas heat. Don't miss this exceptional opportunity to own a turnkey income-generating property in the heart of Falmouth Village!"|17|4/2/2025 2:44:00 PM|0|"N"||"Barnstable"|"MA"|"F"|"A"|0|0|4|4053|0|0|0|0|0|0|2|||0|0|4|"A"|"N"
"CI"|73354122|"BB700330"|"H95120"|"ACT"|2600|"333"|"Washington St"|"543"|1||"02108"|"N"|"Fully Renovated Retail/Office Space is available For Lease in Downtown Boston. Here is the opportunity to position your business in the same building housing some of the most reputable jewelers in the area granting you visibility to hundreds of consumers each day. This unique end unit provides a versatile commercial condo with approx. 600 sq.ft. of space suitable for a retail business or a professional office, in the Province Building (aka: The Jewelers Exchange Building), featuring plenty of windows and natural light, 3 air conditioners (in wall), tile floors, a bird's eye view of Washington Street all within close proximity to the Millennium Tower, the Boston Common, Red/Orange/Green Line Stations and the Financial District. If that weren't enough, this historic building offers multiple elevators, professional management and onsite security personnel. Come See and Imagine the Opportunity to showcase your Business among other retailers and professionals!!"|17|4/2/2025 8:31:00 PM|0|"N"||"Suffolk"|"MA"|"F"|"B"|0|0|0|0|1|588|0|0|0|0|8|1|588|588|0.01|0|"Q"|"N"
"CI"|73354270|"B0429250"|"B30601"|"ACT"|3995000|"13-17"|"New Salem St"||307||"01880"|"N"|"Industrial Zoned Parcel with 2 buildings on the 28,349+- square foot lot. The metal 3 bay building in back is 55' x 98' 5"" exterior dimension with 12' x 25' office attached for a total of around 5700 sq. ft. . I n addition the owner runs his office out of a 2nd floor mezzanine area which is 400 sq. ft. +-. the larger unit is aprox. 73' x 55' and has 2 bays. the bay on the far right is aprox. 25' x 55' and is walled off. Currently it is rented TAW at $4000 per month with aprox. 6 spaces parking along concrete block wall. The wood frame building out front is  24'4"" x 66'3""for a total of around 1584 and has one bay and some office area. It is rented TAW for $3500 per month with 9 car parking out front and 9 car parking tandem to the right.(The rest of the lot is supposed to be open at all times and the auto place sometimes has a lot of it blocked.)"|6|4/3/2025 8:22:00 AM|0|"N"||"Middlesex"|"MA"|"B"|"A"|0|0|1|384|0|0|2|7000|0|0|2|||28349|0.65|30|"F,O"|"N"
"CI"|73354328|"C8369012"|"C95118"|"ACT"|13.75|"990"|"Paradise Rd"||317||"01907"|"N"|"Swampscott's best professional building in the heart of Vinnin Square in close proximity to many restaurants and stores.  Two lower level office suites now available.  Areas are 1,225 s.f. and 894 s.f. on a rentable basis.  Rents include all utilities and common area cleaning.  These suites have been occupied for over ten years and they have elevator accessibility. Newly renovated bathrooms and hallways. On site parking available for tenants and visitors.  Large pylon sign for tenant identification from busy Paradise Road."|6|4/3/2025 9:44:00 AM|0|"N"||"Essex"|"MA"|"E"|"B"|0|0|2|2119|0|0|0|0|0|0|2|2|2119|40206|0.92|75||"N"
"CI"|73354333|"C8369012"|"C95118"|"ACT"|27|"990"|"Paradise Rd"||317||"01907"|"N"|"Swampscott's best professional building in the heart of Vinnin Square in close proximity to many restaurants and stores.  First floor office suite available immediately.  1,033 s.f. on a rentable basis.  Three room suite located just off the first floor lobby.  Rent includes all utilities and common area cleaning.  Suite features garden views, excellent window lighting and newly refurbished hallways.  On site parking available for tenants and visitors.  Large pylon sign for tenant identification from busy Paradise Road.  Three separate offices and located just off main atrium entryway."|6|4/3/2025 9:49:00 AM|0|"N"||"Essex"|"MA"|"E"|"B"|0|0|1|1033|0|0|0|0|0|0|3|1|1033|40206|0.92|75||"N"
"CI"|73354553|"CT005423"|"AN8131"|"ACT"|8200000|"3"|"Cottage Avenue"||195|"QUC"|"02169"|"N"|""|4|4/3/2025 1:20:00 PM|0|"N"||"Norfolk"|"MA"|"A"|"A"|28|7048|0|0|2|4847|0|0|0|0|3|30|11895|7505|0.17|0|"E,R"|"N"
"CI"|73354567|"CT005389"|"AN5827"|"ACT"|1400|"55"|"North Washington St"||68||"02760"|"U"|"Great storefront located in center of town. Has a private basement for extra storage. There is private parking behind building for tenants. Tons of car traffic and foot traffic for your business to have full exposure. Owner is wanting at least a 3 year lease to be executed. No renovations will be allowed in the space (meaning paint or structural changes). Please reach out for any more information needed or a tour."|4|4/3/2025 1:36:00 PM|0|"N"||"Bristol"|"MA"|"A"|"B"|5|3200|1|500|4|4000|0|0|0|0|2|||11761|0.27|2|"B,S"|"U"
"CI"|73354574|"H4385760"|"AN4357"|"ACT"|750|"75"|"Water St"||454||"01453"|"N"|"+/- 750 sf of prime office space in very good condition.  Great spot on Water St, barely 1/4 mile from downtown. 1 very large open office. Great for Accountant, lawyer, Insurance Company or any other office use you can think of.  Rent includes all utilities. Free use of desks/cabinets if needed.  Minimum one year lease required."|5|4/3/2025 1:41:00 PM|0|"N"||"Worcester"|"MA"|"E"|"B"|0|0|1|750|0|0|0|0|0|0|1|1|750|0|0|6|"A"|"N"
"CI"|73354678|"K0002106"|"K01012"|"ACT"|1500|"23"|"Olney Ave"||428||"01550"|"N"|"ONE LEVEL COMMERCIAL BUILDING FOR LEASE! Plenty of off street parking. 1500+ commercial building with gas forced hot air heat.  Two half baths, full cellar, electrical updated.  Parcels Zoned General Business!  Stones throw away from Rt 169 one of the main roads leading into Downtown Southbridge.  Great for storage, dance studio, yoga, workshop, and office."|12|4/3/2025 3:51:00 PM|0|"N"||"Worcester"|"MA"|"A"|"B"|0|0|0|0|1|1584|1|1584|0|0|1|1|1584|6534|0.15|12|"A"|"N"
"CI"|73354772|"TM200171"|"G95022"|"ACT"|2000|"25"|"Lowell St"|"1"|302||"01887"|"N"|"Well-located medical or professional office space on Route 129 (Lowell St) in Wilmington, less than 1.5 miles from the I-93 exit. This 1,108sf office is demised into three exam rooms, two private offices, a reception office, a file/ records room, a storage room, and a private restroom, with two additional restrooms in the building lobby. The property has plenty of parking, and access to the space is available from the main lobby and a private ADA entrance from the parking lot. The space has ample signage opportunity on the building and is serviced by economical natural gas heat. This is a NNN lease; the tenant is responsible for paying the condominium fee, currently $441 per month, and all utilities in addition to base rent. All information was obtained from the landlord and public records; prospective tenants are encouraged to perform due diligence in anticipation of a contemplated tenancy."|19|4/3/2025 5:23:00 PM|0|"N"||"Middlesex"|"MA"|"E"|"B"|0|0|1|1108|0|0|0|0|0|0|2|1|1108|0|0|20|"F,J,N,S"|"N"
"CI"|73354819|"CN222862"|"AN4569"|"ACT"|550|"22"|"Union Ave."|"7"|51||"01776"|"N"|"Single Office in a great location.  Just pay $550 a month rent.   All utilities included except phone/internet- (but hook-ups provided). Won't last- come see!"|1|4/3/2025 6:49:00 PM|0|"N"||"Middlesex"|"MA"|"A"|"B"|0|0|1|120|0|0|0|0|0|0|2|||0|0|40|"F,N"|"N"
"CI"|73354894|"BB804635"|"AN6791"|"PCG"|550000|"552"|"Columbus Ave"|"2"|1|"104"|"02118"|"N"|"Prime Retail/Office Loft Space in Boston's South End! Just steps from Mass Ave, public transit, and neighborhood hotspots, this recently remodeled space spans three levels with high ceilings, exposed brick, fresh paint, and updated electrical. Ideal for professional offices, a hair salon, barbershop, or boutique—no food per master deed. A fantastic opportunity as an income rental unit or for launching your business immediately. Minutes from downtown and Back Bay, the South End is one of Boston’s most vibrant neighborhoods, known for its Victorian brownstones and diverse community. Schedule your showing today!"|21|4/3/2025 10:07:00 PM|0|"N"||"Suffolk"|"MA"|"F"|"C"|0|0|1|960|1|960|0|0|0|0|3|1|960|960|0.02|0||"N"
"CI"|73354897|"G8000430"|"G80035"|"ACT"|899900|"717"|"Middlesex St"||372||"01851"|"N"|"Prime Commercial Building with 2 Units & 1 Spacious Apartment. Located a cross the street from Pailin Plaza, a bustling, high-traffic area, this versatile mixed-use property offers investors and business owners an incredible opportunity. Whether you want to expand your business, generate rental income, or both, this property delivers on all fronts. It has two commercial retail units on the ground floor and a spacious and newly renovated apartment in the lower level. It currently operates as a jewelry store on one side (717) & a pawn shop on the other (719). These two commercial units boast large storefront windows, high visibility, and plenty of foot traffic.. The lower level apartment has a walk-out basement with 1-2 bedrooms, a full kitchen and two full bathrooms, brand new appliances, and a granite countertop kitchen. This is a rare opportunity to own this unique commercial building."|14|4/3/2025 10:15:00 PM|0|"N"||"Middlesex"|"MA"|"G"|"A"|1|1092|0|0|2|1774|0|0|0|0|2|3|2866|3920|0.09|4|"N"|"N"
"CI"|73354966|"H8000618"|"AN2243"|"ACT"|600|"76"|"Summer Street"|"210a"|455||"01420"|"N"|"This 160 ft.² unit is located in a premier professional office building on a very busy street in the heart of Fitchburg.  Perfect for Medical professionals, Attorney,  Accountants and other small business opportunities, this 1 room unit does not have a window, includes free shared waiting area. Building is fully handicapped accessible, has a lovely common area and plenty of parking. Rental fee includes heat, AC, Electric and common area maintenance."|5|4/4/2025 8:40:00 AM|0|"N"||"Worcester"|"MA"|"E"|"B"|0|0|1|160|0|0|0|0|0|0|3|||0|0|200||"N"
"CI"|73354968|"H8000618"|"AN2243"|"ACT"|800|"76"|"Summer Street"|"330J"|455||"01420"|"N"|"This 358 ft.² unit is located in a premier professional office building on a very busy street in the heart of Fitchburg.  Perfect for Medical professionals, Attorney,  Accountants and other small business opportunities, this 1 room unit has a window and includes free shared waiting area. Building is fully handicapped accessible, has a lovely common area and plenty of parking. Rental fee includes heat, AC, Electric and common area maintenance."|14|4/4/2025 8:45:00 AM|0|"N"||"Worcester"|"MA"|"E"|"B"|0|0|1|358|0|0|0|0|0|0|3|||0|0|200||"N"
"CI"|73354970|"H8000618"|"AN2243"|"ACT"|400|"76"|"Summer Street"|"210a"|455||"01420"|"N"|"This 170 ft.² unit is located in a premier professional office building on a very busy street in the heart of Fitchburg.  Perfect for Medical professionals, Attorney,  Accountants and other small business opportunities, this 1 room unit does not have a window, includes free shared waiting area. Building is fully handicapped accessible, has a lovely common area and plenty of parking. Rental fee includes heat, AC, Electric and common area maintenance."|5|4/4/2025 8:52:00 AM|0|"N"||"Worcester"|"MA"|"E"|"B"|0|0|1|170|0|0|0|0|0|0|3|||0|0|200||"N"
"CI"|73354996|"CN252224"|"BB5126"|"ACT"|2200|"1444"|"Somerset Ave"||173||"02780"|"N"|"Prime commercial space available on highly traveled Rte 138 in Taunton! This 1,092 SF stand-alone building was completely renovated in 2017. Featuring a 16’ x 9’ office area, private bathroom, and two large bays with overhead doors, the space is ideal for contractors, tradespeople, or other service business base of operations. Additional on-site features include six parking spaces and built-in storage bins, which can be used or removed upon request. Minor modification requests considered on a case by case basis. Tenant is responsible for utilities (propane and electric). Great visibility and 10 min to Rte 24 make this a convenient location for your operations. Inquire for further details or to schedule your showing!"|14|4/4/2025 9:43:00 AM|0|"N"||"Bristol"|"MA"|"A"|"B"|0|0|1|144|0|0|1|948|0|0|1||1092|0.1|0|6|"S"|"N"
"CI"|73355026|"CN232664"|"C95243"|"ACT"|1000000|"20"|"Oak St"||319|"BEF"|"01915"|"N"|"ATTENTION ALL Permits are now passed and the project is ready to go. Set up an appointment to see this exceptional opportunity in Beverly Farms.  Doctors & Lawyers: Investment opportunity for commercial office space in Beverly Farms ideal for doctors and/or attorneys. Commercial office space usable for Doctor's offices, attorneys. Attention Builders & Developers:  Investment opportunity in Beverly Farms. One block from West Beach, across from the commuter rail. Approvals for two 2700 square foot Townhomes with garage parking from Beverly ongoing, should be resolved by end of April. Extensive plans included with purchase."|19|4/4/2025 10:49:00 AM|0|"N"||"Essex"|"MA"|"A"|"A"|0|2660|8|2660|0|0|0|0|0|0|1|||9640|0.22|0||"N"
"CI"|73355030|"BB808388"|"NB5250"|"ACT"|999800|"885"|"Main Street"||373||"01876"|"N"|"Rare Opportunity – Prime Restaurant Location on Route 38! Tewksbury’s previous beloved Deli King, a well-established restaurant with over 34 years of loyal patronage, is now available once again! This stand-alone building offers 200 seats in the main dining area plus an additional 30-seat function room with its own bar, perfect for private events. Located in an ultra-high-traffic area, this fully equipped, turn-key business includes a full liquor license, spacious kitchen, walk-in cooler, and ample on-site common parking. Part of a condo association, the sale includes the real estate and business assets (not the land), and transfer of all business operating licenses, including liquor license. A small monthly condo fee covers landscaping and snow removal. Plenty of opportunity to continue the current successful concept, or create your own! The building can also be redeveloped for another use—buyer to conduct due diligence. Don’t miss this rare chance to own a prime commercial property!"|41|4/4/2025 10:56:00 AM|0|"N"||"Middlesex"|"MA"|"F"|"A"|0|0|0|0|0|6256|0|0|0|0|1||6256|43560|1|32|"F,K,N"|"N"
"CI"|73355038|"FR000674"|"NB1609"|"ACT"|750000|"786"|"Plymouth Ave"||161||"02721"|"N"|"PRIME FALL RIVER COMMERCIAL OPPORTUNITY! This unique property sits in a high-traffic, highly visible location, just minutes from Routes 6, 24 & 195! Two parcels, two buildings—limitless potential! The main 7,640 sq. ft. 2-story building features a showroom, office space, restrooms, & a vast warehouse/production area with soaring ceilings & a loading dock—perfect for manufacturing, distribution, or storage! A dedicated 12-space parking lot plus two 15-minute street spots make access easy. The second-floor office presents rental income or expansion potential. A second 1,217 sq. ft. building is now used for office/storage but could be leased as a home, redeveloped, or removed to expand parking. This is a rare, flexible-use property ideal for businesses seeking a showroom, office & warehouse—all in one! Sale is for Real Estate Only. Call now for details—this opportunity won’t last!"|40|4/4/2025 11:18:00 AM|0|"N"||"Bristol"|"MA"|"A"|"A"|0|0|1|1217|0|0|0|0|1|7640|2|2|8857|7741|0.18|12|"F,J"|"N"
"CI"|73355081|"BB904983"|"BB4796"|"ACT"|1899000|"1759-1769"|"Dorchester Ave"||1||"02124"|"N"|"PRIME LOCATION!! Large corner lot storefront commercial building located on Dorchester Avenue at the intersection with Welles Avenue!! High traffic volume and excellent visibility for maximum exposure! The sizable storefront spans approximately 3,668 sq. ft. with large windows and the possibility of being divided into two separate storefronts. Currently operating as a 99-cent store, this space is ideal for convenience stores, restaurants, and more! Buyer's total due diligence. The basement offers additional storage space. Please provide notice to schedule a showing. Your search for a good investment property with potential real estate development and/or starting your own landlord/business enterprise stops here!! MUST SEE!! DON'T MISS OUT!!"|34|4/4/2025 12:59:00 PM|0|"N"||"Suffolk"|"MA"|"A"|"A"|0|0|1|3668|1|3668|0|0|0|0|1|1|3668|4625|0.11|0||"N"
"CI"|73355082|"CT000554"|"AN4306"|"ACT"|8000000|"4507-4525"|"Washington Street"||1|"008"|"02131"|"N"|"Five Assets Available!! 4507-4525 & 4511-4515 Washington Street in Boston (Roslindale), MA"|2|4/4/2025 12:59:00 PM|0|"N"||"Suffolk"|"MA"|"G"|"A"|2|2814|0|5537|2|2|0|0|0|0|2|5|8351|76230|1.75|53||"N"
